LAST,FIRST,POS,AGE,TEAM,GP,GS,MP,FGM,FGA,FG%,3PM,3PA,3P%,2PM,2PA,2P%,EFG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kelley,Rich,C,24,NOJ,82,None,2119,304,602,.505,None,None,None,304,602,.505,.505,225,289,.779,249,510,759,233,89,129,225,293,833
Kenon,Larry,SF,25,SAS,81,None,2869,698,1426,.489,None,None,None,698,1426,.489,.489,276,323,.854,245,528,773,268,115,24,279,209,1672
King,Bernard,SF,21,NJN,79,None,3092,798,1665,.479,None,None,None,798,1665,.479,.479,313,462,.677,265,486,751,193,122,36,311,302,1909
Knight,Billy,SF,25,BUF,53,None,2155,457,926,.494,None,None,None,457,926,.494,.494,301,372,.809,126,257,383,161,82,13,167,137,1215
Knight,Toby,SF,22,NYK,80,None,1169,222,465,.477,None,None,None,222,465,.477,.477,63,97,.649,121,200,321,38,50,28,97,211,507
Kuberski,Steve,PF,30,BOS,3,None,14,1,4,.250,None,None,None,1,4,.250,.250,0,0,None,1,5,6,0,1,0,2,2,2
Kuester,John,PG,22,KCK,78,None,1215,145,319,.455,None,None,None,145,319,.455,.455,87,105,.829,19,95,114,252,58,1,97,143,377
Kunnert,Kevin,C,26,HOU,80,None,2152,368,842,.437,None,None,None,368,842,.437,.437,93,135,.689,262,431,693,97,44,90,141,315,829
Kupchak,Mitch,PF,23,WSB,67,None,1759,393,768,.512,None,None,None,393,768,.512,.512,280,402,.697,162,298,460,71,28,42,184,196,1066
Kupec,C.J.,SF,25,HOU,49,None,626,84,197,.426,None,None,None,84,197,.426,.426,27,33,.818,27,64,91,50,10,3,24,54,195
Lacey,Sam,C,29,KCK,77,None,2131,265,590,.449,None,None,None,265,590,.449,.449,134,187,.717,155,487,642,300,120,108,186,264,664
LaGarde,Tom,C,22,DEN,77,None,868,96,237,.405,None,None,None,96,237,.405,.405,114,150,.760,75,139,214,47,17,17,101,146,306
Lambert,John,PF,25,CLE,76,None,1075,142,336,.423,None,None,None,142,336,.423,.423,27,48,.563,125,199,324,38,27,50,62,169,311
Landsberger,Mark,PF,22,CHI,62,None,926,127,251,.506,None,None,None,127,251,.506,.506,91,157,.580,110,191,301,41,21,6,69,78,345
Lanier,Bob,C,29,DET,63,None,2311,622,1159,.537,None,None,None,622,1159,.537,.537,298,386,.772,197,518,715,216,82,93,225,185,1542
Laurel,Rich,SG,23,MIL,10,None,57,10,31,.323,None,None,None,10,31,.323,.323,4,4,1.000,6,4,10,3,3,1,4,10,24
Layton,Mo,PG,29,SAS,41,None,498,85,168,.506,None,None,None,85,168,.506,.506,12,13,.923,4,28,32,108,21,4,59,51,182
Lee,Ron,PG,25,PHO,82,None,1928,417,950,.439,None,None,None,417,950,.439,.439,170,228,.746,95,159,254,305,225,17,221,257,1004
Lloyd,Scott,C,25,TOT,70,None,678,80,193,.415,None,None,None,80,193,.415,.415,49,68,.721,52,93,145,44,14,14,43,105,209
Lloyd,Scott,C,25,MIL,14,None,112,12,33,.364,None,None,None,12,33,.364,.364,6,10,.600,7,19,26,9,3,5,7,22,30
Lloyd,Scott,C,25,BUF,56,None,566,68,160,.425,None,None,None,68,160,.425,.425,43,58,.741,45,74,119,35,11,9,36,83,179
Lucas,John,PG,24,HOU,82,None,2933,412,947,.435,None,None,None,412,947,.435,.435,193,250,.772,51,204,255,768,160,9,213,208,1017
Lucas,Maurice,PF,25,POR,68,None,2119,453,989,.458,None,None,None,453,989,.458,.458,207,270,.767,186,435,621,173,61,56,192,221,1113
Malone,Moses,C,22,HOU,59,None,2107,413,828,.499,None,None,None,413,828,.499,.499,318,443,.718,380,506,886,31,48,76,220,179,1144
Maravich,Pete,SG,30,NOJ,50,None,2041,556,1253,.444,None,None,None,556,1253,.444,.444,240,276,.870,49,129,178,335,101,8,248,116,1352
Marsh,Ricky,SG,23,GSW,60,None,851,123,289,.426,None,None,None,123,289,.426,.426,23,33,.697,16,59,75,90,29,19,50,111,269
Maxwell,Cedric,SF,22,BOS,72,None,1213,170,316,.538,None,None,None,170,316,.538,.538,188,250,.752,138,241,379,68,53,48,122,151,528
May,Scott,SF,23,CHI,55,None,1802,280,617,.454,None,None,None,280,617,.454,.454,175,216,.810,118,214,332,114,50,6,125,170,735
McAdoo,Bob,C,26,NYK,79,None,3182,814,1564,.520,None,None,None,814,1564,.520,.520,469,645,.727,236,774,1010,298,105,126,346,297,2097
McCarter,Andre,PG,24,KCK,1,None,9,0,2,.000,None,None,None,0,2,.000,.000,0,0,None,0,1,1,0,0,0,0,1,0
McClain,Ted,PG,31,TOT,70,None,1020,123,280,.439,None,None,None,123,280,.439,.439,57,73,.781,20,92,112,157,58,6,90,124,303
McClain,Ted,PG,31,BUF,41,None,727,81,184,.440,None,None,None,81,184,.440,.440,50,63,.794,11,64,75,123,42,2,68,88,212
McClain,Ted,PG,31,PHI,29,None,293,42,96,.438,None,None,None,42,96,.438,.438,7,10,.700,9,28,37,34,16,4,22,36,91
McDaniels,Jim,C,29,BUF,42,None,694,100,234,.427,None,None,None,100,234,.427,.427,36,42,.857,46,135,181,44,4,37,50,112,236
McElroy,Jim,PG,24,NOJ,74,None,1760,287,607,.473,None,None,None,287,607,.473,.473,123,167,.737,44,104,148,292,58,34,141,110,697
McGinnis,George,PF,27,PHI,78,None,2533,588,1270,.463,None,None,None,588,1270,.463,.463,411,574,.716,282,528,810,294,137,27,312,287,1587
McMillen,Tom,C,25,ATL,68,None,1683,280,568,.493,None,None,None,280,568,.493,.493,116,145,.800,151,265,416,84,33,16,109,233,676
McMillian,Jim,SF,29,NYK,81,None,1977,288,623,.462,None,None,None,288,623,.462,.462,115,134,.858,80,209,289,205,76,17,104,116,691
McNeill,Larry,PF,27,TOT,46,None,940,162,356,.455,None,None,None,162,356,.455,.455,145,175,.829,80,122,202,47,18,11,67,114,469
McNeill,Larry,PF,27,GSW,9,None,67,6,18,.333,None,None,None,6,18,.333,.333,15,19,.789,2,12,14,2,0,1,7,14,27
McNeill,Larry,PF,27,BUF,37,None,873,156,338,.462,None,None,None,156,338,.462,.462,130,156,.833,78,110,188,45,18,10,60,100,442
Mengelt,John,SG,28,CHI,81,None,1767,325,675,.481,None,None,None,325,675,.481,.481,184,238,.773,41,88,129,232,51,4,124,169,834
Meriweather,Joe,C,24,NOJ,54,None,1277,194,411,.472,None,None,None,194,411,.472,.472,87,133,.654,135,237,372,58,18,118,94,188,475
Meyers,Dave,PF,24,MIL,80,None,2416,432,938,.461,None,None,None,432,938,.461,.461,314,435,.722,144,393,537,241,86,46,213,240,1178
Mix,Steve,SF,30,PHI,82,None,1819,291,560,.520,None,None,None,291,560,.520,.520,175,220,.795,96,201,297,174,87,3,131,158,757
Moffett,Larry,SF,23,HOU,20,None,110,5,17,.294,None,None,None,5,17,.294,.294,6,10,.600,10,11,21,7,2,2,8,16,16
Money,Eric,PG,22,DET,76,None,2557,600,1200,.500,None,None,None,600,1200,.500,.500,214,298,.718,90,119,209,356,123,12,322,237,1414
Monroe,Earl,SG,33,NYK,76,None,2369,556,1123,.495,None,None,None,556,1123,.495,.495,242,291,.832,47,135,182,361,60,19,179,189,1354
Mosley,Glenn,PF,22,PHI,6,None,21,5,13,.385,None,None,None,5,13,.385,.385,3,7,.429,0,5,5,2,0,0,5,5,13
Murphy,Calvin,SG,29,HOU,76,None,2900,852,1737,.491,None,None,None,852,1737,.491,.491,245,267,.918,57,107,164,259,112,3,173,241,1949
Nash,Bob,SF,27,KCK,66,None,800,157,304,.516,None,None,None,157,304,.516,.516,50,69,.725,75,94,169,46,27,18,47,75,364
Nater,Swen,C,28,BUF,78,None,2778,501,994,.504,None,None,None,501,994,.504,.504,208,272,.765,278,751,1029,216,40,47,225,274,1210
Neal,Lloyd,PF,27,POR,61,None,1174,272,540,.504,None,None,None,272,540,.504,.504,127,177,.718,116,257,373,81,29,21,96,128,671
Nelson,Louie,SG,26,TOT,33,None,406,85,211,.403,None,None,None,85,211,.403,.403,57,84,.679,13,39,52,34,22,7,48,33,227
Nelson,Louie,SG,26,KCK,8,None,53,3,14,.214,None,None,None,3,14,.214,.214,9,11,.818,1,2,3,5,2,1,8,5,15
Nelson,Louie,SG,26,NJN,25,None,353,82,197,.416,None,None,None,82,197,.416,.416,48,73,.658,12,37,49,29,20,6,40,28,212
Neumann,Johnny,SG,26,IND,20,None,216,35,86,.407,None,None,None,35,86,.407,.407,13,18,.722,5,9,14,27,6,1,22,24,83
Newlin,Mike,SG,29,HOU,45,None,1181,216,495,.436,None,None,None,216,495,.436,.436,152,174,.874,36,84,120,203,52,9,120,128,584
Nixon,Norm,PG,22,LAL,81,None,2779,496,998,.497,None,None,None,496,998,.497,.497,115,161,.714,41,198,239,553,138,7,251,259,1107
Norwood,Willie,SF,30,TOT,35,None,611,74,181,.409,None,None,None,74,181,.409,.409,50,75,.667,49,70,119,33,31,3,56,101,198
Norwood,Willie,SF,30,DET,16,None,260,34,82,.415,None,None,None,34,82,.415,.415,20,29,.690,27,27,54,14,13,3,17,45,88
Norwood,Willie,SF,30,POR,19,None,351,40,99,.404,None,None,None,40,99,.404,.404,30,46,.652,22,43,65,19,18,0,39,56,110
Olberding,Mark,PF,21,SAS,79,None,1773,231,480,.481,None,None,None,231,480,.481,.481,184,227,.811,104,269,373,131,45,26,118,235,646
Owens,Eddie,SF,24,BUF,8,None,63,9,21,.429,None,None,None,9,21,.429,.429,3,6,.500,5,5,10,5,1,0,3,9,21
Owens,Tom,C,28,POR,82,None,1714,313,639,.490,None,None,None,313,639,.490,.490,206,278,.741,195,346,541,160,33,37,152,263,832
Pace,Joe,C,24,WSB,49,None,438,67,140,.479,None,None,None,67,140,.479,.479,57,93,.613,50,84,134,23,12,21,44,86,191
Parish,Robert,C,24,GSW,82,None,1969,430,911,.472,None,None,None,430,911,.472,.472,165,264,.625,211,469,680,95,79,123,201,291,1025
Parker,Sonny,SF,22,GSW,82,None,2069,406,783,.519,None,None,None,406,783,.519,.519,122,173,.705,167,222,389,155,135,36,128,186,934
Paultz,Billy,C,29,SAS,80,None,2479,518,979,.529,None,None,None,518,979,.529,.529,230,306,.752,172,503,675,213,42,194,167,222,1266
Perry,Curtis,PF,29,PHO,45,None,818,110,243,.453,None,None,None,110,243,.453,.453,51,65,.785,87,163,250,48,34,22,63,120,271
Pondexter,Cliff,PF,23,CHI,44,None,534,37,85,.435,None,None,None,37,85,.435,.435,14,20,.700,36,94,130,87,19,15,30,66,88
Poquette,Ben,PF,22,DET,52,None,626,95,225,.422,None,None,None,95,225,.422,.422,42,60,.700,50,95,145,20,10,22,40,69,232
Porter,Howard,SF,29,TOT,63,None,1323,309,635,.487,None,None,None,309,635,.487,.487,124,155,.800,100,179,279,42,29,38,55,134,742
Porter,Howard,SF,29,DET,8,None,107,16,43,.372,None,None,None,16,43,.372,.372,4,7,.571,5,12,17,2,3,5,5,15,36
Porter,Howard,SF,29,NJN,55,None,1216,293,592,.495,None,None,None,293,592,.495,.495,120,148,.811,95,167,262,40,26,33,50,119,706
Porter,Kevin,PG,27,TOT,82,None,2813,495,1055,.469,None,None,None,495,1055,.469,.469,244,320,.763,53,161,214,837,123,15,360,283,1234
Porter,Kevin,PG,27,DET,8,None,127,14,31,.452,None,None,None,14,31,.452,.452,9,13,.692,5,10,15,36,5,0,12,18,37
Porter,Kevin,PG,27,NJN,74,None,2686,481,1024,.470,None,None,None,481,1024,.470,.470,235,307,.765,48,151,199,801,118,15,348,265,1197
Price,Jim,PG,28,TOT,83,None,1929,294,656,.448,None,None,None,294,656,.448,.448,135,169,.799,57,203,260,260,114,9,175,200,723
Price,Jim,PG,28,DEN,49,None,1090,141,293,.481,None,None,None,141,293,.481,.481,51,66,.773,30,129,159,158,69,4,101,118,333
Price,Jim,PG,28,DET,34,None,839,153,363,.421,None,None,None,153,363,.421,.421,84,103,.816,27,74,101,102,45,5,74,82,390
Ratleff,Ed,SF,27,HOU,68,None,1163,130,310,.419,None,None,None,130,310,.419,.419,39,47,.830,56,106,162,153,60,22,67,109,299
Ray,Clifford,C,29,GSW,79,None,2268,272,476,.571,None,None,None,272,476,.571,.571,148,243,.609,236,522,758,147,74,90,150,291,692
Reid,Robert,SF,22,HOU,80,None,1849,261,574,.455,None,None,None,261,574,.455,.455,63,96,.656,111,248,359,121,67,51,81,277,585
Restani,Kevin,PF,26,TOT,54,None,547,72,167,.431,None,None,None,72,167,.431,.431,9,13,.692,36,72,108,30,5,5,17,41,153
Restani,Kevin,PF,26,MIL,8,None,84,13,28,.464,None,None,None,13,28,.464,.464,0,2,.000,4,10,14,9,0,1,2,4,26
Restani,Kevin,PF,26,KCK,46,None,463,59,139,.424,None,None,None,59,139,.424,.424,9,11,.818,32,62,94,21,5,4,15,37,127
Roberts,Anthony,SF,22,DEN,82,None,1598,311,736,.423,None,None,None,311,736,.423,.423,153,212,.722,135,216,351,105,40,7,118,212,775
Robertson,Tony,SG,22,ATL,63,None,929,168,381,.441,None,None,None,168,381,.441,.441,37,53,.698,15,55,70,103,74,5,88,133,373
Robinson,Truck,PF,26,NOJ,82,None,3638,748,1683,.444,None,None,None,748,1683,.444,.444,366,572,.640,298,990,1288,171,73,79,301,265,1862
Robinzine,Bill,PF,25,KCK,82,None,1748,305,677,.451,None,None,None,305,677,.451,.451,206,271,.760,173,366,539,72,74,11,172,281,816
Robisch,Dave,C,28,TOT,78,None,1277,177,430,.412,None,None,None,177,430,.412,.412,100,129,.775,100,252,352,88,39,29,71,130,454
Robisch,Dave,C,28,IND,23,None,598,73,181,.403,None,None,None,73,181,.403,.403,50,64,.781,47,126,173,48,20,15,34,59,196
Robisch,Dave,C,28,LAL,55,None,679,104,249,.418,None,None,None,104,249,.418,.418,50,65,.769,53,126,179,40,19,14,37,71,258
Rollins,Tree,C,22,ATL,80,None,1795,253,520,.487,None,None,None,253,520,.487,.487,104,148,.703,179,373,552,79,57,218,121,326,610
Roundfield,Dan,PF,24,IND,79,None,2423,421,861,.489,None,None,None,421,861,.489,.489,218,300,.727,275,527,802,196,81,149,194,297,1060
Rowe,Curtis,PF,28,BOS,51,None,911,123,273,.451,None,None,None,123,273,.451,.451,66,89,.742,74,129,203,45,14,8,76,94,312
Russell,Campy,SF,26,CLE,72,None,2520,523,1168,.448,None,None,None,523,1168,.448,.448,352,469,.751,154,304,458,278,88,12,206,193,1398
Russell,Cazzie,SF,33,CHI,36,None,789,133,304,.438,None,None,None,133,304,.438,.438,49,57,.860,31,52,83,61,19,4,35,63,315
Saunders,Fred,SF,26,TOT,56,None,643,99,234,.423,None,None,None,99,234,.423,.423,26,36,.722,38,73,111,46,21,14,42,106,224
Saunders,Fred,SF,26,BOS,26,None,243,30,91,.330,None,None,None,30,91,.330,.330,14,17,.824,11,26,37,11,7,4,20,34,74
Saunders,Fred,SF,26,NOJ,30,None,400,69,143,.483,None,None,None,69,143,.483,.483,12,19,.632,27,47,74,35,14,10,22,72,150
Schlueter,Dale,C,32,POR,10,None,109,8,19,.421,None,None,None,8,19,.421,.421,9,18,.500,5,16,21,18,3,2,15,20,25
Scott,Alvin,SF,22,PHO,81,None,1538,180,369,.488,None,None,None,180,369,.488,.488,132,191,.691,135,222,357,88,52,40,85,158,492
Scott,Charlie,SG,29,TOT,79,None,2473,435,994,.438,None,None,None,435,994,.438,.438,194,260,.746,62,187,249,378,110,17,238,252,1064
Scott,Charlie,SG,29,BOS,31,None,1080,210,485,.433,None,None,None,210,485,.433,.433,84,118,.712,24,77,101,143,51,6,105,97,504
Scott,Charlie,SG,29,LAL,48,None,1393,225,509,.442,None,None,None,225,509,.442,.442,110,142,.775,38,110,148,235,59,11,133,155,560
Seals,Bruce,SF,24,SEA,73,None,1322,230,551,.417,None,None,None,230,551,.417,.417,111,175,.634,62,164,226,81,41,33,103,210,571
Shelton,Lonnie,PF,22,NYK,82,None,2319,508,988,.514,None,None,None,508,988,.514,.514,203,276,.736,204,376,580,195,109,112,228,350,1219
Sheppard,Steve,SF,23,CHI,64,None,698,119,262,.454,None,None,None,119,262,.454,.454,37,56,.661,67,64,131,43,14,3,46,72,275
Shumate,John,PF,25,TOT,80,None,2760,391,773,.506,None,None,None,391,773,.506,.506,400,508,.787,157,525,682,180,90,52,232,200,1182
Shumate,John,PF,25,BUF,18,None,590,75,151,.497,None,None,None,75,151,.497,.497,74,99,.747,32,96,128,58,14,9,46,58,224
Shumate,John,PF,25,DET,62,None,2170,316,622,.508,None,None,None,316,622,.508,.508,326,409,.797,125,429,554,122,76,43,186,142,958
Sikma,Jack,C,22,SEA,82,None,2238,342,752,.455,None,None,None,342,752,.455,.455,192,247,.777,196,482,678,134,68,40,186,300,876
Silas,James,PG,28,SAS,37,None,311,43,97,.443,None,None,None,43,97,.443,.443,60,73,.822,4,19,23,38,11,1,30,29,146
Silas,Paul,PF,34,SEA,82,None,2172,184,464,.397,None,None,None,184,464,.397,.397,109,186,.586,289,377,666,145,65,16,152,182,477
Simpson,Ralph,SG,28,TOT,64,None,1323,216,576,.375,None,None,None,216,576,.375,.375,85,104,.817,53,104,157,159,75,7,126,90,517
Simpson,Ralph,SG,28,DET,32,None,739,143,346,.413,None,None,None,143,346,.413,.413,54,64,.844,27,55,82,87,32,3,78,48,340
Simpson,Ralph,SG,28,DEN,32,None,584,73,230,.317,None,None,None,73,230,.317,.317,31,40,.775,26,49,75,72,43,4,48,42,177
Sims,Scott,PG,22,SAS,12,None,95,10,26,.385,None,None,None,10,26,.385,.385,10,15,.667,5,8,13,20,3,0,19,16,30
Skinner,Al,SG,25,TOT,77,None,1551,222,488,.455,None,None,None,222,488,.455,.455,162,203,.798,67,157,224,146,65,20,161,242,606
Skinner,Al,SG,25,NJN,8,None,277,41,101,.406,None,None,None,41,101,.406,.406,39,44,.886,14,38,52,33,13,5,29,34,121
Skinner,Al,SG,25,DET,69,None,1274,181,387,.468,None,None,None,181,387,.468,.468,123,159,.774,53,119,172,113,52,15,132,208,485
Smith,Bingo,SG,31,CLE,82,None,1581,369,840,.439,None,None,None,369,840,.439,.439,108,135,.800,65,142,207,91,38,21,81,155,846
Smith,Elmore,C,28,CLE,81,None,1996,402,809,.497,None,None,None,402,809,.497,.497,205,309,.663,178,500,678,57,50,176,141,241,1009
Smith,Phil,SG,25,GSW,82,None,2940,648,1373,.472,None,None,None,648,1373,.472,.472,316,389,.812,100,200,300,393,108,27,266,219,1612
Smith,Randy,SG,29,BUF,82,None,3314,789,1697,.465,None,None,None,789,1697,.465,.465,443,554,.800,110,200,310,458,172,11,286,224,2021
Smith,Robert,PG,22,DEN,45,None,378,50,97,.515,None,None,None,50,97,.515,.515,21,24,.875,6,30,36,39,18,3,20,52,121
Smith,Willie,PG,24,IND,1,None,7,0,0,None,None,None,None,0,0,None,None,0,0,None,0,0,0,1,0,0,0,1,0
Snyder,Dick,SG,33,CLE,58,None,660,112,252,.444,None,None,None,112,252,.444,.444,56,64,.875,9,40,49,56,23,19,48,74,280
Sobers,Ricky,PG,25,IND,79,None,3019,553,1221,.453,None,None,None,553,1221,.453,.453,330,400,.825,92,235,327,584,170,23,352,308,1436
Stacom,Kevin,SG,26,BOS,55,None,1006,206,484,.426,None,None,None,206,484,.426,.426,54,71,.761,26,80,106,111,28,3,69,60,466
Steele,Larry,SG,28,POR,65,None,1132,210,447,.470,None,None,None,210,447,.470,.470,100,122,.820,34,79,113,87,59,5,66,138,520
Tatum,Earl,SG,24,TOT,82,None,2522,510,1087,.469,None,None,None,510,1087,.469,.469,153,196,.781,79,216,295,296,140,40,184,257,1173
Tatum,Earl,SG,24,LAL,25,None,663,153,314,.487,None,None,None,153,314,.487,.487,45,59,.763,23,67,90,70,37,10,53,85,351
Tatum,Earl,SG,24,IND,57,None,1859,357,773,.462,None,None,None,357,773,.462,.462,108,137,.788,56,149,205,226,103,30,131,172,822
Taylor,Brian,PG,26,DEN,39,None,1222,182,403,.452,None,None,None,182,403,.452,.452,88,115,.765,30,68,98,132,71,9,77,120,452
Terry,Claude,SG,28,ATL,27,None,166,25,68,.368,None,None,None,25,68,.368,.368,9,11,.818,3,12,15,7,6,0,8,14,59
Thompson,David,SG,23,DEN,80,None,3025,826,1584,.521,None,None,None,826,1584,.521,.521,520,668,.778,156,234,390,362,92,99,245,213,2172
Tolson,Dean,PF,26,SEA,1,None,7,0,1,.000,None,None,None,0,1,.000,.000,0,0,None,0,0,0,2,0,0,1,2,0
Tomjanovich,Rudy,SF,29,HOU,23,None,849,217,447,.485,None,None,None,217,447,.485,.485,61,81,.753,40,98,138,32,15,5,38,63,495
Twardzik,Dave,PG,27,POR,75,None,1820,242,409,.592,None,None,None,242,409,.592,.592,183,234,.782,36,98,134,244,107,4,158,186,667
Unseld,Wes,C,31,WSB,80,None,2644,257,491,.523,None,None,None,257,491,.523,.523,93,173,.538,286,669,955,326,98,45,173,234,607
Van Breda Kolff,Jan,SF,26,NJN,68,None,1419,107,292,.366,None,None,None,107,292,.366,.366,87,123,.707,66,178,244,105,52,46,73,192,301
Van Lier,Norm,PG,30,CHI,78,None,2524,200,477,.419,None,None,None,200,477,.419,.419,172,229,.751,86,198,284,531,144,5,200,279,572
Walker,Foots,PG,26,CLE,81,None,2496,287,641,.448,None,None,None,287,641,.448,.448,159,221,.719,76,218,294,453,176,24,181,218,733
Walker,Phil,SG,21,WSB,40,None,384,57,161,.354,None,None,None,57,161,.354,.354,64,96,.667,21,31,52,54,14,5,62,39,178
Walker,Wally,SF,23,TOT,77,None,1104,204,461,.443,None,None,None,204,461,.443,.443,75,120,.625,87,132,219,77,26,10,77,138,483
Walker,Wally,SF,23,POR,9,None,101,19,41,.463,None,None,None,19,41,.463,.463,5,8,.625,7,10,17,8,2,0,11,13,43
Walker,Wally,SF,23,SEA,68,None,1003,185,420,.440,None,None,None,185,420,.440,.440,70,112,.625,80,122,202,69,24,10,66,125,440
Walton,Bill,C,25,POR,58,None,1929,460,882,.522,None,None,None,460,882,.522,.522,177,246,.720,118,648,766,291,60,146,206,145,1097
Walton,Lloyd,PG,24,MIL,76,None,1264,154,344,.448,None,None,None,154,344,.448,.448,54,83,.651,26,50,76,253,77,13,107,94,362
Washington,Kermit,PF,26,TOT,57,None,1617,247,507,.487,None,None,None,247,507,.487,.487,170,246,.691,215,399,614,72,47,64,107,188,664
Washington,Kermit,PF,26,LAL,25,None,751,110,244,.451,None,None,None,110,244,.451,.451,68,110,.618,110,169,279,30,19,24,53,74,288
Washington,Kermit,PF,26,BOS,32,None,866,137,263,.521,None,None,None,137,263,.521,.521,102,136,.750,105,230,335,42,28,40,54,114,376
Washington,Richard,PF,22,KCK,78,None,2231,425,891,.477,None,None,None,425,891,.477,.477,150,199,.754,188,466,654,118,74,73,191,324,1000
Washington,Wilson,PF,22,TOT,38,None,561,100,206,.485,None,None,None,100,206,.485,.485,29,53,.547,50,106,156,10,18,37,63,75,229
Washington,Wilson,PF,22,PHI,14,None,38,8,19,.421,None,None,None,8,19,.421,.421,3,6,.500,2,12,14,1,1,2,10,3,19
Washington,Wilson,PF,22,NJN,24,None,523,92,187,.492,None,None,None,92,187,.492,.492,26,47,.553,48,94,142,9,17,35,53,72,210
Watts,Slick,PG,26,TOT,71,None,1584,219,558,.392,None,None,None,219,558,.392,.392,92,156,.590,60,119,179,294,108,31,168,184,530
Watts,Slick,PG,26,SEA,32,None,809,110,272,.404,None,None,None,110,272,.404,.404,30,53,.566,21,60,81,133,53,14,92,88,250
Watts,Slick,PG,26,NOJ,39,None,775,109,286,.381,None,None,None,109,286,.381,.381,62,103,.602,39,59,98,161,55,17,76,96,280
Weatherspoon,Nick,SF,27,CHI,41,None,611,86,194,.443,None,None,None,86,194,.443,.443,37,42,.881,57,68,125,32,19,10,49,74,209
Webster,Marvin,C,25,SEA,82,None,2910,427,851,.502,None,None,None,427,851,.502,.502,290,461,.629,361,674,1035,203,48,162,257,262,1144
Wedman,Scott,SF,25,KCK,81,None,2961,607,1192,.509,None,None,None,607,1192,.509,.509,221,254,.870,144,319,463,201,99,22,158,242,1435
Westphal,Paul,SG,27,PHO,80,None,2481,809,1568,.516,None,None,None,809,1568,.516,.516,396,487,.813,41,123,164,437,138,31,280,162,2014
White,Jo Jo,PG,31,BOS,46,None,1641,289,690,.419,None,None,None,289,690,.419,.419,103,120,.858,53,127,180,209,49,7,117,109,681
White,Rudy,SG,24,HOU,21,None,219,31,85,.365,None,None,None,31,85,.365,.365,14,18,.778,8,13,21,22,8,0,22,24,76
Wicks,Sidney,PF,28,BOS,81,None,2413,433,927,.467,None,None,None,433,927,.467,.467,217,329,.660,223,450,673,171,67,46,226,318,1083
Wilkerson,Bob,SF,23,DEN,81,None,2780,382,936,.408,None,None,None,382,936,.408,.408,157,210,.748,98,376,474,439,126,21,294,275,921
Wilkes,Jamaal,SF,24,LAL,51,None,1490,277,630,.440,None,None,None,277,630,.440,.440,106,148,.716,113,267,380,182,77,22,107,162,660
Williams,Chuck,PG,31,BUF,73,None,2002,208,436,.477,None,None,None,208,436,.477,.477,114,138,.826,29,108,137,317,48,4,156,137,530
Williams,Gus,PG,24,SEA,79,None,2572,602,1335,.451,None,None,None,602,1335,.451,.451,227,278,.817,83,173,256,294,185,41,189,198,1431
Williams,Nate,SG,27,TOT,73,None,1249,312,724,.431,None,None,None,312,724,.431,.431,101,121,.835,65,139,204,74,57,34,83,181,725
Williams,Nate,SG,27,NOJ,27,None,434,90,214,.421,None,None,None,90,214,.421,.421,31,37,.838,27,63,90,34,21,12,25,61,211
Williams,Nate,SG,27,GSW,46,None,815,222,510,.435,None,None,None,222,510,.435,.435,70,84,.833,38,76,114,40,36,22,58,120,514
Williams,Ray,PG,23,NYK,81,None,1550,305,689,.443,None,None,None,305,689,.443,.443,146,207,.705,85,124,209,363,108,15,242,211,756
Williamson,John,SG,26,TOT,75,None,2731,723,1649,.438,None,None,None,723,1649,.438,.438,331,391,.847,66,161,227,214,94,10,228,236,1777
Williamson,John,SG,26,IND,42,None,1449,335,795,.421,None,None,None,335,795,.421,.421,134,161,.832,34,86,120,132,47,0,127,131,804
Williamson,John,SG,26,NJN,33,None,1282,388,854,.454,None,None,None,388,854,.454,.454,197,230,.857,32,75,107,82,47,10,101,105,973
Willoughby,Bill,SF,20,BUF,56,None,1079,156,363,.430,None,None,None,156,363,.430,.430,64,80,.800,76,143,219,38,24,47,56,131,376
Wilson,Bobby,SG,27,IND,12,None,86,14,36,.389,None,None,None,14,36,.389,.389,2,3,.667,6,6,12,8,2,1,6,16,30
Winters,Brian,SG,25,MIL,80,None,2751,674,1457,.463,None,None,None,674,1457,.463,.463,246,293,.840,87,163,250,393,124,27,236,239,1594
Wise,Willie,SF,30,SEA,2,None,10,0,3,.000,None,None,None,0,3,.000,.000,1,4,.250,2,1,3,0,0,0,0,2,1
Wohl,Dave,PG,28,NJN,10,None,118,12,34,.353,None,None,None,12,34,.353,.353,11,12,.917,1,3,4,13,3,0,16,24,35
Wright,Larry,PG,23,WSB,70,None,1466,283,570,.496,None,None,None,283,570,.496,.496,76,107,.710,31,71,102,260,68,15,134,195,642
