LAST,FIRST,POS,AGE,TEAM,GP,GS,MP,FGM,FGA,FG%,3PM,3PA,3P%,2PM,2PA,2P%,EFG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Bantom,Mike,SF,26,IND,82,None,2775,502,1047,.479,None,None,None,502,1047,.479,.479,254,342,.743,184,426,610,238,100,50,218,333,1258
Barnes,Marvin,PF,25,TOT,60,None,1646,279,661,.422,None,None,None,279,661,.422,.422,128,182,.703,135,304,439,136,64,83,136,241,686
Barnes,Marvin,PF,25,DET,12,None,269,53,118,.449,None,None,None,53,118,.449,.449,14,29,.483,28,63,91,19,7,11,29,43,120
Barnes,Marvin,PF,25,BUF,48,None,1377,226,543,.416,None,None,None,226,543,.416,.416,114,153,.745,107,241,348,117,57,72,107,198,566
Barry,Rick,SF,33,GSW,82,None,3024,760,1686,.451,None,None,None,760,1686,.451,.451,378,409,.924,75,374,449,446,158,45,224,188,1898
Bassett,Tim,PF,26,NJN,65,None,1474,149,384,.388,None,None,None,149,384,.388,.388,50,97,.515,142,262,404,63,62,33,80,181,348
Beard,Butch,PG,30,NYK,79,None,1979,308,614,.502,None,None,None,308,614,.502,.502,129,160,.806,76,188,264,339,117,3,154,201,745
Behagen,Ron,PF,27,TOT,80,None,1735,346,804,.430,None,None,None,346,804,.430,.430,179,247,.725,201,312,513,101,62,31,174,263,871
Behagen,Ron,PF,27,ATL,26,None,571,117,249,.470,None,None,None,117,249,.470,.470,51,70,.729,53,120,173,34,30,12,58,97,285
Behagen,Ron,PF,27,HOU,3,None,33,7,11,.636,None,None,None,7,11,.636,.636,0,1,.000,2,5,7,2,0,0,3,6,14
Behagen,Ron,PF,27,IND,51,None,1131,222,544,.408,None,None,None,222,544,.408,.408,128,176,.727,146,187,333,65,32,19,113,160,572
Bennett,Mel,PF,23,IND,31,None,285,23,81,.284,None,None,None,23,81,.284,.284,28,45,.622,49,44,93,22,11,7,30,54,74
Benson,Kent,C,23,MIL,69,None,1288,220,473,.465,None,None,None,220,473,.465,.465,92,141,.652,89,206,295,99,69,54,119,177,532
Bibby,Henry,PG,28,PHI,82,None,2518,286,659,.434,None,None,None,286,659,.434,.434,171,219,.781,62,189,251,464,91,6,153,207,743
Bigelow,Bob,SF,24,TOT,5,None,24,4,13,.308,None,None,None,4,13,.308,.308,0,0,None,3,6,9,0,0,0,0,3,8
Bigelow,Bob,SF,24,KCK,1,None,7,1,1,1.000,None,None,None,1,1,1.000,1.000,0,0,None,2,3,5,0,0,0,0,2,2
Bigelow,Bob,SF,24,BOS,4,None,17,3,12,.250,None,None,None,3,12,.250,.250,0,0,None,1,3,4,0,0,0,0,1,6
Bing,Dave,PG,34,BOS,80,None,2256,422,940,.449,None,None,None,422,940,.449,.449,244,296,.824,76,136,212,300,79,18,216,247,1088
Birdsong,Otis,SG,22,KCK,73,None,1878,470,955,.492,None,None,None,470,955,.492,.492,216,310,.697,70,105,175,174,74,12,145,179,1156
Boerwinkle,Tom,C,32,CHI,22,None,227,23,50,.460,None,None,None,23,50,.460,.460,10,13,.769,14,45,59,44,3,4,26,36,56
Bond,Phil,SG,23,HOU,7,None,21,2,6,.333,None,None,None,2,6,.333,.333,0,0,None,1,3,4,2,1,0,2,1,4
Boone,Ron,SG,31,KCK,82,None,2653,563,1271,.443,None,None,None,563,1271,.443,.443,322,377,.854,112,157,269,311,105,11,303,233,1448
Bostic,Jim,PF,25,DET,4,None,48,12,22,.545,None,None,None,12,22,.545,.545,2,5,.400,8,8,16,3,0,0,3,5,26
Boswell,Tom,PF,24,BOS,65,None,1149,185,357,.518,None,None,None,185,357,.518,.518,93,123,.756,117,171,288,71,25,14,95,204,463
Boyd,Freddie,SG,27,NOJ,21,None,363,44,110,.400,None,None,None,44,110,.400,.400,14,22,.636,2,17,19,48,9,3,20,23,102
Bradley,Alonzo,SF,24,HOU,43,None,798,130,304,.428,None,None,None,130,304,.428,.428,43,59,.729,24,75,99,54,16,6,55,83,303
Bratz,Mike,PG,22,PHO,80,None,933,159,395,.403,None,None,None,159,395,.403,.403,56,68,.824,42,73,115,123,39,5,89,104,374
Brewer,Jim,PF,26,CLE,80,None,1798,175,390,.449,None,None,None,175,390,.449,.449,46,100,.460,182,313,495,98,60,48,103,178,396
Bridgeman,Junior,SF,24,MIL,82,None,1876,476,947,.503,None,None,None,476,947,.503,.503,166,205,.810,114,176,290,175,72,30,176,202,1118
Bristow,Allan,SF,26,SAS,82,None,1481,257,538,.478,None,None,None,257,538,.478,.478,152,208,.731,99,158,257,194,69,4,146,150,666
Britt,Wayman,SG,25,DET,7,None,16,3,10,.300,None,None,None,3,10,.300,.300,3,4,.750,1,3,4,2,1,0,1,3,9
Brokaw,Gary,SG,24,BUF,13,None,130,18,43,.419,None,None,None,18,43,.419,.419,18,24,.750,3,9,12,20,3,5,12,11,54
Brown,Fred,SG,29,SEA,72,None,1965,508,1042,.488,None,None,None,508,1042,.488,.488,176,196,.898,61,127,188,240,110,25,164,145,1192
Brown,John,SF,26,ATL,75,None,1594,192,405,.474,None,None,None,192,405,.474,.474,165,200,.825,137,166,303,105,55,8,116,280,549
Bryant,Joe,PF,23,PHI,81,None,1236,190,436,.436,None,None,None,190,436,.436,.436,111,144,.771,103,177,280,129,56,24,115,185,491
Buckner,Quinn,PG,23,MIL,82,None,2072,314,671,.468,None,None,None,314,671,.468,.468,131,203,.645,78,169,247,456,188,19,228,287,759
Burden,Ticky,SG,24,NYK,2,None,15,1,2,.500,None,None,None,1,2,.500,.500,0,0,None,0,0,0,1,1,0,0,1,2
Burleson,Tom,C,25,KCK,76,None,1525,228,525,.434,None,None,None,228,525,.434,.434,197,248,.794,170,312,482,131,62,81,123,259,653
Buse,Don,PG,27,PHO,82,None,2547,287,626,.458,None,None,None,287,626,.458,.458,112,136,.824,59,190,249,391,185,14,124,144,686
Calhoun,Corky,SF,27,POR,79,None,1370,175,365,.479,None,None,None,175,365,.479,.479,66,76,.868,73,142,215,87,42,15,64,141,416
Calvin,Mack,PG,30,DEN,77,None,988,147,333,.441,None,None,None,147,333,.441,.441,173,206,.840,11,73,84,148,46,5,108,87,467
Carr,Austin,SG,29,CLE,82,None,2186,414,945,.438,None,None,None,414,945,.438,.438,183,225,.813,76,111,187,225,68,19,146,168,1011
Carr,Kenny,PF,22,LAL,52,None,733,134,302,.444,None,None,None,134,302,.444,.444,55,85,.647,53,155,208,26,18,14,89,127,323
Carr,M.L.,SF,27,DET,79,None,2556,390,857,.455,None,None,None,390,857,.455,.455,200,271,.738,202,355,557,185,147,27,210,243,980
Carrington,Bob,SG,24,TOT,72,None,1653,253,589,.430,None,None,None,253,589,.430,.430,130,171,.760,70,104,174,117,65,23,118,205,636
Carrington,Bob,SG,24,NJN,37,None,1032,157,392,.401,None,None,None,157,392,.401,.401,72,97,.742,42,70,112,55,43,12,66,132,386
Carrington,Bob,SG,24,IND,35,None,621,96,197,.487,None,None,None,96,197,.487,.487,58,74,.784,28,34,62,62,22,11,52,73,250
Catchings,Harvey,C,26,PHI,61,None,748,70,178,.393,None,None,None,70,178,.393,.393,34,55,.618,105,145,250,34,20,67,44,124,174
Chaney,Don,SG,31,TOT,51,None,835,104,269,.387,None,None,None,104,269,.387,.387,38,45,.844,40,76,116,66,44,13,61,107,246
Chaney,Don,SG,31,LAL,9,None,133,13,36,.361,None,None,None,13,36,.361,.361,5,6,.833,4,7,11,17,8,3,11,14,31
Chaney,Don,SG,31,BOS,42,None,702,91,233,.391,None,None,None,91,233,.391,.391,33,39,.846,36,69,105,49,36,10,50,93,215
Charles,Ken,SG,26,ATL,21,None,520,73,184,.397,None,None,None,73,184,.397,.397,42,50,.840,6,18,24,82,25,5,37,53,188
Chenier,Phil,SG,27,WSB,36,None,937,200,451,.443,None,None,None,200,451,.443,.443,109,138,.790,15,87,102,73,36,9,67,54,509
Chones,Jim,C,28,CLE,82,None,2906,525,1113,.472,None,None,None,525,1113,.472,.472,180,250,.720,219,625,844,131,52,58,184,235,1230
Cleamons,Jim,PG,28,NYK,79,None,2009,215,448,.480,None,None,None,215,448,.480,.480,81,103,.786,69,143,212,283,68,17,113,142,511
Coleman,E.C.,PF,27,GSW,72,None,1801,212,446,.475,None,None,None,212,446,.475,.475,40,55,.727,117,259,376,100,66,23,95,253,464
Collins,Doug,SG,26,PHI,79,None,2770,643,1223,.526,None,None,None,643,1223,.526,.526,267,329,.812,87,143,230,320,128,25,250,228,1553
Cook,Norm,SF,22,DEN,2,None,10,1,3,.333,None,None,None,1,3,.333,.333,0,0,None,1,2,3,1,0,0,0,4,2
Cowens,Dave,C,29,BOS,77,None,3215,598,1220,.490,None,None,None,598,1220,.490,.490,239,284,.842,248,830,1078,351,102,67,217,297,1435
Cox,Wesley,SF,23,GSW,43,None,453,69,173,.399,None,None,None,69,173,.399,.399,58,100,.580,42,101,143,12,21,10,36,82,196
Criss,Charlie,PG,29,ATL,77,None,1935,319,751,.425,None,None,None,319,751,.425,.425,236,296,.797,24,97,121,294,108,5,150,143,874
Crow,Mark,SF,23,NJN,15,None,154,35,80,.438,None,None,None,35,80,.438,.438,14,20,.700,14,13,27,8,5,1,12,24,84
Dampier,Louie,PG,33,SAS,82,None,2037,336,660,.509,None,None,None,336,660,.509,.509,76,101,.752,24,98,122,285,87,13,95,84,748
Dandridge,Bob,SF,30,WSB,75,None,2777,560,1190,.471,None,None,None,560,1190,.471,.471,330,419,.788,137,305,442,287,101,44,241,262,1450
Dantley,Adrian,SF,21,TOT,79,None,2933,578,1128,.512,None,None,None,578,1128,.512,.512,541,680,.796,265,355,620,253,118,24,228,233,1697
Dantley,Adrian,SF,21,IND,23,None,948,201,403,.499,None,None,None,201,403,.499,.499,207,263,.787,94,122,216,65,48,17,67,76,609
Dantley,Adrian,SF,21,LAL,56,None,1985,377,725,.520,None,None,None,377,725,.520,.520,334,417,.801,171,233,404,188,70,7,161,157,1088
Davis,Brad,PG,22,LAL,33,None,334,30,72,.417,None,None,None,30,72,.417,.417,22,29,.759,4,31,35,83,15,2,35,39,82
Davis,Johnny,SG,22,POR,82,None,2188,343,756,.454,None,None,None,343,756,.454,.454,188,227,.828,65,108,173,217,81,14,151,173,874
Davis,Walter,SF,23,PHO,81,None,2590,786,1494,.526,None,None,None,786,1494,.526,.526,387,466,.830,158,326,484,273,113,20,283,242,1959
Dawkins,Darryl,C,21,PHI,70,None,1722,332,577,.575,None,None,None,332,577,.575,.575,156,220,.709,117,438,555,85,34,125,123,268,820
Dickey,Derrek,PF,26,TOT,47,None,493,87,198,.439,None,None,None,87,198,.439,.439,30,36,.833,36,61,97,21,14,4,40,56,204
Dickey,Derrek,PF,26,GSW,22,None,273,60,130,.462,None,None,None,60,130,.462,.462,16,17,.941,21,28,49,11,10,2,17,29,136
Dickey,Derrek,PF,26,CHI,25,None,220,27,68,.397,None,None,None,27,68,.397,.397,14,19,.737,15,33,48,10,4,2,23,27,68
Dietrick,Coby,PF,29,SAS,79,None,1876,250,543,.460,None,None,None,250,543,.460,.460,89,114,.781,73,285,358,217,81,55,144,231,589
DiGregorio,Ernie,PG,27,TOT,52,None,606,88,209,.421,None,None,None,88,209,.421,.421,28,33,.848,7,43,50,137,18,1,93,44,204
DiGregorio,Ernie,PG,27,LAL,25,None,332,41,100,.410,None,None,None,41,100,.410,.410,16,20,.800,5,18,23,71,6,0,46,22,98
DiGregorio,Ernie,PG,27,BOS,27,None,274,47,109,.431,None,None,None,47,109,.431,.431,12,13,.923,2,25,27,66,12,1,47,22,106
Dorsey,Jacky,SF,23,TOT,11,None,88,12,31,.387,None,None,None,12,31,.387,.387,10,16,.625,11,19,30,5,2,3,6,17,34
Dorsey,Jacky,SF,23,DEN,7,None,37,3,12,.250,None,None,None,3,12,.250,.250,3,5,.600,5,15,20,2,2,2,3,9,9
Dorsey,Jacky,SF,23,POR,4,None,51,9,19,.474,None,None,None,9,19,.474,.474,7,11,.636,6,4,10,3,0,1,3,8,25
Douglas,Leon,C,23,DET,79,None,1993,321,667,.481,None,None,None,321,667,.481,.481,221,345,.641,181,401,582,112,57,48,197,295,863
Drew,John,SF,23,ATL,70,None,2203,593,1236,.480,None,None,None,593,1236,.480,.480,437,575,.760,213,298,511,141,119,27,210,247,1623
Dudley,Charles,PG,27,GSW,78,None,1660,127,249,.510,None,None,None,127,249,.510,.510,138,195,.708,86,201,287,409,68,2,163,181,392
Dunleavy,Mike,PG,23,TOT,15,None,119,20,50,.400,None,None,None,20,50,.400,.400,13,18,.722,1,9,10,28,9,1,12,12,53
Dunleavy,Mike,PG,23,PHI,4,None,17,3,7,.429,None,None,None,3,7,.429,.429,2,2,1.000,0,1,1,6,1,0,3,0,8
Dunleavy,Mike,PG,23,HOU,11,None,102,17,43,.395,None,None,None,17,43,.395,.395,11,16,.688,1,8,9,22,8,1,9,12,45
Dunn,T.R.,SG,22,POR,63,None,768,100,240,.417,None,None,None,100,240,.417,.417,37,56,.661,63,84,147,45,46,8,35,74,237
Eakins,Jim,C,31,TOT,33,None,406,44,86,.512,None,None,None,44,86,.512,.512,50,60,.833,29,46,75,29,7,17,33,71,138
Eakins,Jim,C,31,SAS,16,None,251,30,52,.577,None,None,None,30,52,.577,.577,29,34,.853,17,29,46,17,3,10,24,46,89
Eakins,Jim,C,31,MIL,17,None,155,14,34,.412,None,None,None,14,34,.412,.412,21,26,.808,12,17,29,12,4,7,9,25,49
Eberhard,Al,SF,25,DET,37,None,576,71,160,.444,None,None,None,71,160,.444,.444,41,61,.672,37,65,102,26,13,4,23,64,183
Edwards,James,C,22,TOT,83,None,2405,495,1093,.453,None,None,None,495,1093,.453,.453,272,421,.646,197,418,615,85,53,78,169,322,1262
Edwards,James,C,22,LAL,25,None,723,145,316,.459,None,None,None,145,316,.459,.459,80,125,.640,44,136,180,29,16,28,57,89,370
Edwards,James,C,22,IND,58,None,1682,350,777,.450,None,None,None,350,777,.450,.450,192,296,.649,153,282,435,56,37,50,112,233,892
Ellis,Bo,PF,23,DEN,78,None,1213,133,320,.416,None,None,None,133,320,.416,.416,72,104,.692,114,190,304,73,49,47,99,208,338
Elmore,Len,C,25,IND,69,None,1327,142,386,.368,None,None,None,142,386,.368,.368,88,132,.667,139,281,420,80,74,71,73,174,372
English,Alex,SF,24,MIL,82,None,1552,343,633,.542,None,None,None,343,633,.542,.542,104,143,.727,144,251,395,129,41,55,137,178,790
Erving,Julius,SF,27,PHI,74,None,2429,611,1217,.502,None,None,None,611,1217,.502,.502,306,362,.845,179,302,481,279,135,97,238,207,1528
Fleming,Al,SF,23,SEA,20,None,97,15,31,.484,None,None,None,15,31,.484,.484,10,17,.588,13,17,30,7,0,5,16,16,40
Flynn,Mike,PG,24,IND,71,None,955,120,267,.449,None,None,None,120,267,.449,.449,55,97,.567,47,70,117,142,41,10,75,52,295
Ford,Chris,SG,29,DET,82,None,2582,374,777,.481,None,None,None,374,777,.481,.481,113,154,.734,117,151,268,381,166,17,232,182,861
Ford,Don,PF,25,LAL,79,None,1945,272,576,.472,None,None,None,272,576,.472,.472,68,90,.756,106,247,353,142,68,46,88,210,612
Forrest,Bayard,C,23,PHO,64,None,887,111,238,.466,None,None,None,111,238,.466,.466,49,103,.476,84,166,250,129,23,34,84,105,271
Frazier,Walt,PG,32,CLE,51,None,1664,336,714,.471,None,None,None,336,714,.471,.471,153,180,.850,54,155,209,209,77,13,113,124,825
Free,World B.,SG,24,PHI,76,None,2050,390,857,.455,None,None,None,390,857,.455,.455,411,562,.731,92,120,212,306,68,41,200,199,1191
Furlow,Terry,SG,23,CLE,53,None,827,192,443,.433,None,None,None,192,443,.433,.433,88,99,.889,47,60,107,72,21,14,77,67,472
Gale,Mike,SG,27,SAS,70,None,2091,275,581,.473,None,None,None,275,581,.473,.473,87,100,.870,57,166,223,376,159,25,176,170,637
Gerard,Gus,SF,24,TOT,57,None,890,170,395,.430,None,None,None,170,395,.430,.430,75,108,.694,55,105,160,53,36,25,61,109,415
Gerard,Gus,SF,24,BUF,10,None,85,16,40,.400,None,None,None,16,40,.400,.400,11,15,.733,6,8,14,9,2,3,7,13,43
Gerard,Gus,SF,24,DET,47,None,805,154,355,.434,None,None,None,154,355,.434,.434,64,93,.688,49,97,146,44,34,22,54,96,372
Gervin,George,SG,25,SAS,82,None,2857,864,1611,.536,None,None,None,864,1611,.536,.536,504,607,.830,118,302,420,302,136,110,306,255,2232
Gianelli,John,C,27,MIL,82,None,2327,307,629,.488,None,None,None,307,629,.488,.488,79,123,.642,166,343,509,192,54,92,147,189,693
Gilmore,Artis,C,28,CHI,82,None,3067,704,1260,.559,None,None,None,704,1260,.559,.559,471,669,.704,318,753,1071,263,42,181,366,261,1879
Glenn,Mike,SG,22,BUF,56,None,947,195,370,.527,None,None,None,195,370,.527,.527,51,65,.785,14,65,79,78,35,5,50,98,441
Gondrezick,Glen,SF,22,NYK,72,None,1017,131,339,.386,None,None,None,131,339,.386,.386,83,121,.686,92,158,250,83,56,18,82,181,345
Goodrich,Gail,SG,34,NOJ,81,None,2553,520,1050,.495,None,None,None,520,1050,.495,.495,264,332,.795,75,102,177,388,82,22,205,186,1304
Green,Mike,C,26,TOT,72,None,1382,238,514,.463,None,None,None,238,514,.463,.463,107,142,.754,130,229,359,76,30,100,105,193,583
Green,Mike,C,26,SEA,9,None,250,43,87,.494,None,None,None,43,87,.494,.494,21,31,.677,22,33,55,10,6,13,22,26,107
Green,Mike,C,26,SAS,63,None,1132,195,427,.457,None,None,None,195,427,.457,.457,86,111,.775,108,196,304,66,24,87,83,167,476
Green,Rickey,PG,23,GSW,76,None,1098,143,375,.381,None,None,None,143,375,.381,.381,54,90,.600,49,67,116,149,58,1,79,95,340
Green,Steve,SF,24,IND,44,None,449,56,128,.438,None,None,None,56,128,.438,.438,39,56,.696,31,40,71,30,14,2,23,67,151
Grevey,Kevin,SF,24,WSB,81,None,2121,505,1128,.448,None,None,None,505,1128,.448,.448,243,308,.789,124,166,290,155,61,17,159,203,1253
Griffin,Greg,SF,25,PHO,36,None,422,61,169,.361,None,None,None,61,169,.361,.361,23,36,.639,44,59,103,24,16,0,39,56,145
Griffin,Paul,PF,24,NOJ,82,None,1853,160,358,.447,None,None,None,160,358,.447,.447,112,157,.713,157,353,510,172,88,45,150,228,432
Gross,Bob,SF,24,POR,72,None,2163,381,720,.529,None,None,None,381,720,.529,.529,152,190,.800,180,220,400,254,100,52,179,234,914
Grunfeld,Ernie,SG,22,MIL,73,None,1261,204,461,.443,None,None,None,204,461,.443,.443,94,143,.657,70,124,194,145,54,19,98,150,502
Hansen,Glenn,SG,25,TOT,5,None,13,0,7,.000,None,None,None,0,7,.000,.000,0,0,None,1,0,1,1,1,0,1,3,0
Hansen,Glenn,SG,25,CHI,2,None,4,0,2,.000,None,None,None,0,2,.000,.000,0,0,None,0,0,0,0,0,0,1,0,0
Hansen,Glenn,SG,25,KCK,3,None,9,0,5,.000,None,None,None,0,5,.000,.000,0,0,None,1,0,1,1,1,0,0,3,0
Hassett,Joe,SG,22,SEA,48,None,404,91,205,.444,None,None,None,91,205,.444,.444,10,12,.833,14,22,36,41,21,0,34,45,192
Havlicek,John,SF,37,BOS,82,None,2797,546,1217,.449,None,None,None,546,1217,.449,.449,230,269,.855,93,239,332,328,90,22,204,185,1322
Hawes,Steve,PF,27,ATL,75,None,2325,387,854,.453,None,None,None,387,854,.453,.453,175,214,.818,180,510,690,190,78,57,148,230,949
Hawkins,Robert,SG,23,NJN,15,None,343,69,150,.460,None,None,None,69,150,.460,.460,25,29,.862,21,29,50,37,22,13,43,51,163
Hayes,Elvin,PF,32,WSB,81,None,3246,636,1409,.451,None,None,None,636,1409,.451,.451,326,514,.634,335,740,1075,149,96,159,229,313,1598
Haywood,Spencer,PF,28,NYK,67,None,1765,412,852,.484,None,None,None,412,852,.484,.484,96,135,.711,141,301,442,126,37,72,140,188,920
Heard,Gar,PF,29,PHO,80,None,2099,265,625,.424,None,None,None,265,625,.424,.424,90,147,.612,166,486,652,132,129,101,120,213,620
Henderson,Tom,PG,26,WSB,75,None,2315,339,784,.432,None,None,None,339,784,.432,.432,179,240,.746,66,127,193,406,93,15,195,131,857
Hill,Armond,PG,24,ATL,82,None,2530,304,732,.415,None,None,None,304,732,.415,.415,189,223,.848,59,172,231,427,151,15,240,302,797
Hillman,Darnell,PF,28,TOT,78,None,1966,340,710,.479,None,None,None,340,710,.479,.479,167,286,.584,199,378,577,102,63,81,175,290,847
Hillman,Darnell,PF,28,NJN,45,None,1220,236,501,.471,None,None,None,236,501,.471,.471,118,205,.576,126,212,338,49,49,44,109,160,590
Hillman,Darnell,PF,28,DEN,33,None,746,104,209,.498,None,None,None,104,209,.498,.498,49,81,.605,73,166,239,53,14,37,66,130,257
Holland,Wilbur,SG,26,CHI,82,None,2884,569,1285,.443,None,None,None,569,1285,.443,.443,223,279,.799,105,189,294,313,164,14,223,258,1361
Hollins,Lionel,PG,24,POR,81,None,2741,531,1202,.442,None,None,None,531,1202,.442,.442,223,300,.743,81,196,277,380,157,29,241,268,1285
Hudson,Lou,SG,33,LAL,82,None,2283,493,992,.497,None,None,None,493,992,.497,.497,137,177,.774,80,108,188,193,94,14,150,196,1123
Hughes,Kim,C,25,NJN,56,None,854,57,160,.356,None,None,None,57,160,.356,.356,9,29,.310,95,145,240,38,49,49,57,163,123
Issel,Dan,C,29,DEN,82,None,2851,659,1287,.512,None,None,None,659,1287,.512,.512,428,547,.782,253,577,830,304,100,41,259,279,1746
Jackson,Phil,PF,32,NYK,63,None,654,55,115,.478,None,None,None,55,115,.478,.478,43,56,.768,29,81,110,46,31,15,47,106,153
James,Aaron,SF,25,NOJ,80,None,2118,428,861,.497,None,None,None,428,861,.497,.497,117,157,.745,163,258,421,112,36,22,130,254,973
Johnson,Charles,SG,28,TOT,71,None,1299,237,581,.408,None,None,None,237,581,.408,.408,49,61,.803,43,112,155,130,62,5,73,129,523
Johnson,Charles,SG,28,GSW,32,None,492,96,235,.409,None,None,None,96,235,.409,.409,7,10,.700,23,39,62,48,31,4,23,53,199
Johnson,Charles,SG,28,WSB,39,None,807,141,346,.408,None,None,None,141,346,.408,.408,42,51,.824,20,73,93,82,31,1,50,76,324
Johnson,Dennis,SG,23,SEA,81,None,2209,367,881,.417,None,None,None,367,881,.417,.417,297,406,.732,152,142,294,230,118,51,164,213,1031
Johnson,Eddie,SG,22,ATL,79,None,1875,332,686,.484,None,None,None,332,686,.484,.484,164,201,.816,51,102,153,235,100,4,168,232,828
Johnson,George,C,29,NJN,81,None,2411,285,721,.395,None,None,None,285,721,.395,.395,133,185,.719,245,534,779,111,78,274,221,339,703
Johnson,John,SF,30,TOT,77,None,1823,342,824,.415,None,None,None,342,824,.415,.415,133,177,.751,102,208,310,211,43,19,169,197,817
Johnson,John,SF,30,HOU,1,None,11,1,4,.250,None,None,None,1,4,.250,.250,2,3,.667,2,1,3,1,0,0,3,3,4
Johnson,John,SF,30,SEA,76,None,1812,341,820,.416,None,None,None,341,820,.416,.416,131,174,.753,100,207,307,210,43,19,166,194,813
Johnson,Larry,SG,23,BUF,4,None,38,3,13,.231,None,None,None,3,13,.231,.231,0,2,.000,1,4,5,7,5,2,3,3,6
Johnson,Marques,SF,21,MIL,80,None,2765,628,1204,.522,None,None,None,628,1204,.522,.522,301,409,.736,292,555,847,190,92,103,175,221,1557
Johnson,Mickey,PF,25,CHI,81,None,2870,561,1215,.462,None,None,None,561,1215,.462,.462,362,446,.812,218,520,738,267,92,68,270,317,1484
Johnson,Ollie,SF,28,ATL,82,None,1704,292,619,.472,None,None,None,292,619,.472,.472,111,130,.854,89,171,260,120,80,36,107,180,695
Jones,Bobby,PF,26,DEN,75,None,2440,440,761,.578,None,None,None,440,761,.578,.578,208,277,.751,164,472,636,252,137,126,194,221,1088
Jones,Caldwell,C,27,PHI,80,None,1636,169,359,.471,None,None,None,169,359,.471,.471,96,153,.627,165,405,570,92,26,127,128,281,434
Jones,Dwight,PF,25,HOU,82,None,2476,346,777,.445,None,None,None,346,777,.445,.445,181,233,.777,215,426,641,109,77,39,165,265,873
Jones,Robin,C,23,HOU,12,None,66,11,20,.550,None,None,None,11,20,.550,.550,4,10,.400,5,9,14,2,1,1,7,16,26
Jones,Wil,PF,30,BUF,79,None,1711,226,514,.440,None,None,None,226,514,.440,.440,84,119,.706,106,228,334,116,70,43,137,255,536
Jordan,Eddie,PG,23,TOT,73,None,1213,215,538,.400,None,None,None,215,538,.400,.400,131,167,.784,35,84,119,177,126,19,106,94,561
Jordan,Eddie,PG,23,CLE,22,None,171,19,56,.339,None,None,None,19,56,.339,.339,12,16,.750,2,9,11,32,12,1,14,10,50
Jordan,Eddie,PG,23,NJN,51,None,1042,196,482,.407,None,None,None,196,482,.407,.407,119,151,.788,33,75,108,145,114,18,92,84,511
Karl,George,PG,25,SAS,4,None,30,2,6,.333,None,None,None,2,6,.333,.333,2,2,1.000,0,5,5,5,1,0,4,6,6
