LAST,FIRST,POS,AGE,TEAM,GP,GS,MP,FGM,FGA,FG%,3PM,3PA,3P%,2PM,2PA,2P%,EFG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Van Arsdale,Dick,SG,33,PHO,78,None,1535,227,498,.456,None,None,None,227,498,.456,.456,145,166,.873,31,86,117,120,35,5,None,94,599
Van Arsdale,Tom,SF,33,PHO,77,None,1425,171,395,.433,None,None,None,171,395,.433,.433,102,145,.703,47,137,184,67,20,3,None,163,444
Van Breda Kolff,Jan,SF,25,NYN,72,None,2398,271,609,.445,None,None,None,271,609,.445,.445,195,228,.855,156,304,460,117,74,68,None,205,737
Van Lier,Norm,PG,29,CHI,82,None,3097,300,729,.412,None,None,None,300,729,.412,.412,238,306,.778,108,262,370,636,129,16,None,268,838
Walk,Neal,C,28,NYK,11,None,135,28,57,.491,None,None,None,28,57,.491,.491,6,7,.857,5,22,27,6,4,3,None,22,62
Walker,Andy,SF,21,NOJ,40,None,438,72,156,.462,None,None,None,72,156,.462,.462,36,47,.766,23,52,75,32,20,7,None,59,180
Walker,Foots,PG,25,CLE,62,None,1216,157,349,.450,None,None,None,157,349,.450,.450,89,115,.774,55,105,160,254,83,4,None,124,403
Walker,Wally,SF,22,POR,66,None,627,137,305,.449,None,None,None,137,305,.449,.449,67,100,.670,45,63,108,51,14,2,None,92,341
Walton,Bill,C,24,POR,65,None,2264,491,930,.528,None,None,None,491,930,.528,.528,228,327,.697,211,723,934,245,66,211,None,174,1210
Walton,Lloyd,PG,23,MIL,53,None,678,88,188,.468,None,None,None,88,188,.468,.468,53,65,.815,15,36,51,141,40,2,None,52,229
Ward,Henry,SG,25,SAS,27,None,171,34,90,.378,None,None,None,34,90,.378,.378,15,17,.882,10,23,33,6,6,5,None,30,83
Warner,Cornell,PF,28,LAL,14,None,170,25,53,.472,None,None,None,25,53,.472,.472,4,6,.667,21,48,69,11,1,2,None,28,54
Washington,Kermit,PF,25,LAL,53,None,1342,191,380,.503,None,None,None,191,380,.503,.503,132,187,.706,182,310,492,48,43,52,None,183,514
Washington,Richard,PF,21,KCK,82,None,2265,446,1034,.431,None,None,None,446,1034,.431,.431,177,254,.697,201,497,698,85,63,90,None,324,1069
Watts,Slick,PG,25,SEA,79,None,2627,428,1015,.422,None,None,None,428,1015,.422,.422,172,293,.587,81,226,307,630,214,25,None,256,1028
Weatherspoon,Nick,SF,26,TOT,62,None,1657,310,690,.449,None,None,None,310,690,.449,.449,91,144,.632,120,308,428,53,52,28,None,168,711
Weatherspoon,Nick,SF,26,WSB,11,None,152,27,76,.355,None,None,None,27,76,.355,.355,5,8,.625,11,13,24,2,3,5,None,19,59
Weatherspoon,Nick,SF,26,SEA,51,None,1505,283,614,.461,None,None,None,283,614,.461,.461,86,136,.632,109,295,404,51,49,23,None,149,652
Webster,Marvin,C,24,DEN,80,None,1276,198,400,.495,None,None,None,198,400,.495,.495,143,220,.650,152,332,484,62,23,118,None,149,539
Wedman,Scott,SF,24,KCK,81,None,2743,521,1133,.460,None,None,None,521,1133,.460,.460,206,241,.855,187,319,506,227,100,23,None,226,1248
Weiss,Bob,PG,34,WSB,62,None,768,62,133,.466,None,None,None,62,133,.466,.466,29,37,.784,15,54,69,130,53,7,None,66,153
Westphal,Paul,PG,26,PHO,81,None,2600,682,1317,.518,None,None,None,682,1317,.518,.518,362,439,.825,57,133,190,459,134,21,None,171,1726
White,Jo Jo,PG,30,BOS,82,None,3333,638,1488,.429,None,None,None,638,1488,.429,.429,333,383,.869,87,296,383,492,118,22,None,193,1609
White,Rudy,SG,23,HOU,46,None,368,47,106,.443,None,None,None,47,106,.443,.443,15,25,.600,13,28,41,35,11,1,None,39,109
Wicks,Sidney,PF,27,BOS,82,None,2642,464,1012,.458,None,None,None,464,1012,.458,.458,310,464,.668,268,556,824,169,64,61,None,331,1238
Wilkerson,Bob,SF,22,SEA,78,None,1552,221,573,.386,None,None,None,221,573,.386,.386,84,122,.689,96,162,258,171,72,8,None,136,526
Wilkes,Jamaal,PF,23,GSW,76,None,2579,548,1147,.478,None,None,None,548,1147,.478,.478,247,310,.797,155,423,578,211,127,16,None,222,1343
Williams,Chuck,PG,30,TOT,65,None,867,78,210,.371,None,None,None,78,210,.371,.371,68,87,.782,26,75,101,132,32,3,None,60,224
Williams,Chuck,PG,30,DEN,21,None,311,35,93,.376,None,None,None,35,93,.376,.376,30,39,.769,8,26,34,44,8,0,None,26,100
Williams,Chuck,PG,30,BUF,44,None,556,43,117,.368,None,None,None,43,117,.368,.368,38,48,.792,18,49,67,88,24,3,None,34,124
Williams,Chuckie,SG,23,CLE,22,None,65,14,47,.298,None,None,None,14,47,.298,.298,9,12,.750,3,1,4,7,1,0,None,7,37
Williams,Earl,C,25,NYN,1,None,7,0,2,.000,None,None,None,0,2,.000,.000,3,6,.500,1,1,2,1,0,1,None,2,3
Williams,Gus,PG,23,GSW,82,None,1930,325,701,.464,None,None,None,325,701,.464,.464,112,150,.747,72,161,233,292,121,19,None,218,762
Williams,Nate,SF,26,NOJ,79,None,1776,414,917,.451,None,None,None,414,917,.451,.451,146,194,.753,107,199,306,92,76,16,None,200,974
Williamson,John,SG,25,TOT,72,None,2481,618,1347,.459,None,None,None,618,1347,.459,.459,259,329,.787,42,151,193,201,107,13,None,246,1495
Williamson,John,SG,25,NYN,42,None,1426,357,803,.445,None,None,None,357,803,.445,.445,161,204,.789,24,95,119,90,59,6,None,143,875
Williamson,John,SG,25,IND,30,None,1055,261,544,.480,None,None,None,261,544,.480,.480,98,125,.784,18,56,74,111,48,7,None,103,620
Willoughby,Bill,SF,19,ATL,39,None,549,75,169,.444,None,None,None,75,169,.444,.444,43,63,.683,65,105,170,13,19,23,None,64,193
Wilson,Bobby,SG,26,BOS,25,None,131,19,59,.322,None,None,None,19,59,.322,.322,11,13,.846,3,6,9,14,3,0,None,19,49
Winters,Brian,SG,24,MIL,78,None,2717,652,1308,.498,None,None,None,652,1308,.498,.498,205,242,.847,64,167,231,337,114,29,None,228,1509
Wise,Willie,SF,29,DEN,75,None,1403,237,513,.462,None,None,None,237,513,.462,.462,142,218,.651,76,177,253,142,60,18,None,180,616
Wohl,Dave,PG,27,TOT,51,None,986,116,290,.400,None,None,None,116,290,.400,.400,61,89,.685,16,65,81,142,39,6,None,115,293
Wohl,Dave,PG,27,HOU,14,None,62,7,17,.412,None,None,None,7,17,.412,.412,4,4,1.000,1,4,5,15,0,0,None,18,18
Wohl,Dave,PG,27,NYN,37,None,924,109,273,.399,None,None,None,109,273,.399,.399,57,85,.671,15,61,76,127,39,6,None,97,275
Wright,Larry,PG,22,WSB,78,None,1421,262,595,.440,None,None,None,262,595,.440,.440,88,115,.765,32,66,98,232,55,5,None,170,612
