LAST,FIRST,POS,AGE,TEAM,GP,GS,MP,FGM,FGA,FG%,3PM,3PA,3P%,2PM,2PA,2P%,EFG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Barry,Rick,SF,34,HOU,80,None,2566,461,1000,.461,None,None,None,461,1000,.461,.461,160,169,.947,40,237,277,502,95,38,198,195,1082
Bassett,Tim,PF,27,NJN,82,None,1508,116,313,.371,None,None,None,116,313,.371,.371,89,131,.679,174,244,418,99,44,29,103,219,321
Beard,Butch,PG,31,NYK,7,None,85,11,26,.423,None,None,None,11,26,.423,.423,0,0,None,1,9,10,19,7,0,10,13,22
Behagen,Ron,PF,28,TOT,15,None,165,28,62,.452,None,None,None,28,62,.452,.452,10,13,.769,13,29,42,7,4,1,11,36,66
Behagen,Ron,PF,28,DET,1,None,1,0,0,None,None,None,None,0,0,None,None,0,0,None,0,0,0,0,0,0,1,1,0
Behagen,Ron,PF,28,NYK,5,None,38,5,12,.417,None,None,None,5,12,.417,.417,2,2,1.000,2,9,11,2,2,0,4,8,12
Behagen,Ron,PF,28,KCK,9,None,126,23,50,.460,None,None,None,23,50,.460,.460,8,11,.727,11,20,31,5,2,1,6,27,54
Benson,Kent,C,24,MIL,82,None,2132,413,798,.518,None,None,None,413,798,.518,.518,180,245,.735,187,397,584,204,89,81,156,280,1006
Beshore,Del,PG,22,MIL,1,None,1,0,0,None,None,None,None,0,0,None,None,0,0,None,0,0,0,0,0,0,0,0,0
Bibby,Henry,PG,29,PHI,82,None,2538,368,869,.423,None,None,None,368,869,.423,.423,266,335,.794,72,172,244,371,72,7,197,199,1002
Bigelow,Bob,SF,25,SDC,29,None,413,36,90,.400,None,None,None,36,90,.400,.400,13,21,.619,15,31,46,25,12,2,18,37,85
Birdsong,Otis,SG,23,KCK,82,None,2839,741,1456,.509,None,None,None,741,1456,.509,.509,296,408,.725,176,178,354,281,125,17,200,255,1778
Boone,Ron,SG,32,LAL,82,None,1583,259,569,.455,None,None,None,259,569,.455,.455,90,104,.865,53,92,145,154,66,11,147,171,608
Boswell,Tom,PF,25,DEN,79,None,2201,321,603,.532,None,None,None,321,603,.532,.532,198,284,.697,248,290,538,242,50,51,185,263,840
Boyd,Dennis,PG,24,DET,5,None,40,3,12,.250,None,None,None,3,12,.250,.250,0,0,None,0,2,2,7,0,0,6,5,6
Boynes,Winford,SG,21,NJN,69,None,1176,256,595,.430,None,None,None,256,595,.430,.430,133,169,.787,60,95,155,75,43,7,119,117,645
Bradley,Alonzo,SF,25,HOU,34,None,245,37,88,.420,None,None,None,37,88,.420,.420,22,33,.667,13,33,46,17,5,1,17,33,96
Bratz,Mike,PG,23,PHO,77,None,1297,242,533,.454,None,None,None,242,533,.454,.454,139,170,.818,55,86,141,179,64,7,135,151,623
Brewer,Jim,PF,27,TOT,80,None,1611,141,319,.442,None,None,None,141,319,.442,.442,26,63,.413,159,316,475,87,61,66,97,174,308
Brewer,Jim,PF,27,CLE,55,None,1301,114,259,.440,None,None,None,114,259,.440,.440,23,48,.479,125,245,370,74,48,56,78,136,251
Brewer,Jim,PF,27,DET,25,None,310,27,60,.450,None,None,None,27,60,.450,.450,3,15,.200,34,71,105,13,13,10,19,38,57
Brewer,Ron,SG,23,POR,81,None,2454,434,878,.494,None,None,None,434,878,.494,.494,210,256,.820,88,141,229,165,102,79,153,181,1078
Bridgeman,Junior,SG,25,MIL,82,None,1963,540,1067,.506,None,None,None,540,1067,.506,.506,189,228,.829,113,184,297,163,88,41,138,184,1269
Bristow,Allan,SF,27,SAS,74,None,1324,174,354,.492,None,None,None,174,354,.492,.492,124,149,.832,80,167,247,231,56,15,108,154,472
Brown,Fred,PG,30,SEA,77,None,1961,446,951,.469,None,None,None,446,951,.469,.469,183,206,.888,38,134,172,260,119,23,164,142,1075
Brown,John,SF,27,CHI,77,None,1265,152,317,.479,None,None,None,152,317,.479,.479,84,98,.857,83,155,238,104,18,10,89,180,388
Bryant,Joe,PF,24,PHI,70,None,1064,205,478,.429,None,None,None,205,478,.429,.429,123,170,.724,96,163,259,103,49,9,114,171,533
Buckner,Quinn,PG,24,MIL,81,None,1757,251,553,.454,None,None,None,251,553,.454,.454,79,125,.632,57,153,210,468,156,17,208,224,581
Bunch,Greg,SF,22,NYK,12,None,97,9,26,.346,None,None,None,9,26,.346,.346,10,12,.833,9,8,17,4,3,3,5,10,28
Burleson,Tom,C,26,KCK,56,None,927,157,342,.459,None,None,None,157,342,.459,.459,121,169,.716,84,197,281,50,26,58,64,183,435
Buse,Don,PG,28,PHO,82,None,2544,285,576,.495,None,None,None,285,576,.495,.495,70,91,.769,44,173,217,356,156,18,96,149,640
Byrnes,Marty,SF,22,TOT,79,None,1264,187,389,.481,None,None,None,187,389,.481,.481,106,154,.688,90,101,191,104,27,10,119,111,480
Byrnes,Marty,SF,22,PHO,43,None,734,109,223,.489,None,None,None,109,223,.489,.489,73,100,.730,49,48,97,61,15,2,79,69,291
Byrnes,Marty,SF,22,NOJ,36,None,530,78,166,.470,None,None,None,78,166,.470,.470,33,54,.611,41,53,94,43,12,8,40,42,189
Calhoun,Corky,SF,28,IND,81,None,1332,153,335,.457,None,None,None,153,335,.457,.457,72,86,.837,64,174,238,104,37,19,56,189,378
Carr,Austin,SG,30,CLE,82,None,2714,551,1161,.475,None,None,None,551,1161,.475,.475,292,358,.816,155,135,290,217,77,14,175,210,1394
Carr,Kenny,PF,23,LAL,72,None,1149,225,450,.500,None,None,None,225,450,.500,.500,83,137,.606,70,222,292,60,38,31,116,152,533
Carr,M.L.,SF,28,DET,80,None,3207,587,1143,.514,None,None,None,587,1143,.514,.514,323,435,.743,219,370,589,262,197,46,255,279,1497
Carter,Ron,SG,22,LAL,46,None,332,54,124,.435,None,None,None,54,124,.435,.435,36,54,.667,21,24,45,25,17,7,40,54,144
Catchings,Harvey,C,27,TOT,57,None,948,102,243,.420,None,None,None,102,243,.420,.420,60,78,.769,101,201,302,48,23,91,88,132,264
Catchings,Harvey,C,27,PHI,25,None,289,28,68,.412,None,None,None,28,68,.412,.412,13,17,.765,30,68,98,18,8,35,37,42,69
Catchings,Harvey,C,27,NJN,32,None,659,74,175,.423,None,None,None,74,175,.423,.423,47,61,.770,71,133,204,30,15,56,51,90,195
Chaney,Don,SG,32,BOS,65,None,1074,174,414,.420,None,None,None,174,414,.420,.420,36,42,.857,63,78,141,75,72,11,65,167,384
Cheeks,Maurice,PG,22,PHI,82,None,2409,292,572,.510,None,None,None,292,572,.510,.510,101,140,.721,63,191,254,431,174,12,193,198,685
Chenier,Phil,SG,28,WSB,27,None,385,69,158,.437,None,None,None,69,158,.437,.437,18,28,.643,3,17,20,31,4,5,31,28,156
Chones,Jim,C,29,CLE,82,None,2850,472,1073,.440,None,None,None,472,1073,.440,.440,158,215,.735,260,582,842,181,47,102,187,278,1102
Cleamons,Jim,PG,29,NYK,79,None,2390,311,657,.473,None,None,None,311,657,.473,.473,130,171,.760,65,160,225,376,73,11,142,147,752
Coleman,E.C.,PF,28,HOU,6,None,39,5,7,.714,None,None,None,5,7,.714,.714,1,1,1.000,1,6,7,1,2,0,0,11,11
Collins,Doug,SG,27,PHI,47,None,1595,358,717,.499,None,None,None,358,717,.499,.499,201,247,.814,36,87,123,191,52,20,131,139,917
Cooper,Michael,SG,22,LAL,3,None,7,3,6,.500,None,None,None,3,6,.500,.500,0,0,None,0,0,0,0,1,0,1,1,6
Cooper,Wayne,C,22,GSW,65,None,795,128,293,.437,None,None,None,128,293,.437,.437,41,61,.672,90,190,280,21,7,44,52,118,297
Corzine,Dave,C,22,WSB,59,None,532,63,118,.534,None,None,None,63,118,.534,.534,49,63,.778,52,95,147,49,10,14,53,67,175
Cowens,Dave,C,30,BOS,68,None,2517,488,1010,.483,None,None,None,488,1010,.483,.483,151,187,.807,152,500,652,242,76,51,174,263,1127
Cox,Wesley,SF,24,GSW,31,None,360,53,123,.431,None,None,None,53,123,.431,.431,40,92,.435,18,45,63,11,13,5,44,68,146
Criss,Charlie,PG,30,ATL,54,None,879,109,289,.377,None,None,None,109,289,.377,.377,67,86,.779,19,41,60,138,41,3,79,70,285
Crompton,Geoff,C,23,DEN,20,None,88,10,26,.385,None,None,None,10,26,.385,.385,6,12,.500,6,17,23,5,0,3,12,19,26
Dampier,Louie,PG,34,SAS,70,None,760,123,251,.490,None,None,None,123,251,.490,.490,29,39,.744,15,48,63,124,35,8,39,42,275
Dandridge,Bob,SF,31,WSB,78,None,2629,629,1260,.499,None,None,None,629,1260,.499,.499,331,401,.825,109,338,447,365,71,57,222,259,1589
Dantley,Adrian,SF,22,LAL,60,None,1775,374,733,.510,None,None,None,374,733,.510,.510,292,342,.854,131,211,342,138,63,12,155,162,1040
Davis,Brad,PG,23,TOT,27,None,298,31,55,.564,None,None,None,31,55,.564,.564,16,23,.696,1,16,17,52,16,2,17,32,78
Davis,Brad,PG,23,LAL,5,None,65,8,11,.727,None,None,None,8,11,.727,.727,3,4,.750,0,1,1,9,2,0,6,10,19
Davis,Brad,PG,23,IND,22,None,233,23,44,.523,None,None,None,23,44,.523,.523,13,19,.684,1,15,16,43,14,2,11,22,59
Davis,Harry,SF,23,CLE,40,None,394,66,153,.431,None,None,None,66,153,.431,.431,30,43,.698,27,39,66,16,13,8,23,66,162
Davis,Johnny,PG,23,IND,79,None,2971,565,1240,.456,None,None,None,565,1240,.456,.456,314,396,.793,70,121,191,453,95,22,214,177,1444
Davis,Walter,SF,24,PHO,79,None,2437,764,1362,.561,None,None,None,764,1362,.561,.561,340,409,.831,111,262,373,339,147,26,293,250,1868
Dawkins,Darryl,C,22,PHI,78,None,2035,430,831,.517,None,None,None,430,831,.517,.517,158,235,.672,123,508,631,128,32,143,197,295,1018
Dietrick,Coby,C,30,SAS,76,None,1487,209,400,.523,None,None,None,209,400,.523,.523,79,99,.798,88,227,315,198,72,38,92,206,497
Dorsey,Jacky,SF,24,HOU,20,None,108,24,43,.558,None,None,None,24,43,.558,.558,8,16,.500,12,11,23,2,1,2,8,25,56
Douglas,Leon,C,24,DET,78,None,2215,342,698,.490,None,None,None,342,698,.490,.490,208,328,.634,248,416,664,74,39,55,190,319,892
Drew,John,SF,24,ATL,79,None,2410,650,1375,.473,None,None,None,650,1375,.473,.473,495,677,.731,225,297,522,119,128,16,211,332,1795
Dudley,Charles,PG,28,CHI,43,None,684,45,125,.360,None,None,None,45,125,.360,.360,28,42,.667,25,61,86,116,32,1,64,82,118
Dunleavy,Mike,SG,24,HOU,74,None,1486,215,425,.506,None,None,None,215,425,.506,.506,159,184,.864,28,100,128,324,56,5,130,168,589
Dunn,T.R.,SG,23,POR,80,None,1828,246,549,.448,None,None,None,246,549,.448,.448,122,158,.772,145,199,344,103,86,23,93,166,614
Edwards,James,C,23,IND,82,None,2546,534,1065,.501,None,None,None,534,1065,.501,.501,298,441,.676,179,514,693,92,60,109,162,363,1366
Elliott,Bob,PF,23,NJN,14,None,282,41,73,.562,None,None,None,41,73,.562,.562,41,56,.732,16,40,56,22,6,4,26,34,123
Ellis,Bo,PF,24,DEN,42,None,269,42,92,.457,None,None,None,42,92,.457,.457,29,36,.806,17,45,62,10,10,13,22,45,113
Elmore,Len,C,26,IND,80,None,1264,139,342,.406,None,None,None,139,342,.406,.406,56,78,.718,115,287,402,75,62,79,73,183,334
English,Alex,SF,25,IND,81,None,2696,563,1102,.511,None,None,None,563,1102,.511,.511,173,230,.752,253,402,655,271,70,78,196,214,1299
Epps,Ray,SF,22,GSW,13,None,72,10,23,.435,None,None,None,10,23,.435,.435,6,8,.750,0,5,5,2,1,0,2,7,26
Erving,Julius,SF,28,PHI,78,None,2802,715,1455,.491,None,None,None,715,1455,.491,.491,373,501,.745,198,366,564,357,133,100,315,207,1803
Ford,Chris,SG,30,TOT,81,None,2737,538,1142,.471,None,None,None,538,1142,.471,.471,172,227,.758,124,150,274,374,115,25,210,209,1248
Ford,Chris,SG,30,DET,3,None,108,13,35,.371,None,None,None,13,35,.371,.371,7,8,.875,9,9,18,5,1,1,10,9,33
Ford,Chris,SG,30,BOS,78,None,2629,525,1107,.474,None,None,None,525,1107,.474,.474,165,219,.753,115,141,256,369,114,24,200,200,1215
Ford,Don,PF,26,LAL,79,None,1540,228,450,.507,None,None,None,228,450,.507,.507,72,89,.809,83,185,268,101,51,25,93,177,528
Ford,Phil,PG,22,KCK,79,None,2723,467,1004,.465,None,None,None,467,1004,.465,.465,326,401,.813,33,149,182,681,174,6,323,245,1260
Forrest,Bayard,C,24,PHO,75,None,1243,118,272,.434,None,None,None,118,272,.434,.434,62,115,.539,110,205,315,167,29,37,107,151,298
Frazier,Walt,PG,33,CLE,12,None,279,54,122,.443,None,None,None,54,122,.443,.443,21,27,.778,7,13,20,32,13,2,22,22,129
Free,World B.,PG,25,SDC,78,None,2954,795,1653,.481,None,None,None,795,1653,.481,.481,654,865,.756,127,174,301,340,111,35,297,253,2244
Furlow,Terry,SG,24,TOT,78,None,1686,388,804,.483,None,None,None,388,804,.483,.483,163,195,.836,76,91,167,184,58,30,134,122,939
Furlow,Terry,SG,24,CLE,49,None,1110,275,569,.483,None,None,None,275,569,.483,.483,103,125,.824,44,52,96,103,40,17,87,80,653
Furlow,Terry,SG,24,ATL,29,None,576,113,235,.481,None,None,None,113,235,.481,.481,60,70,.857,32,39,71,81,18,13,47,42,286
Gale,Mike,SG,28,SAS,82,None,2121,284,612,.464,None,None,None,284,612,.464,.464,91,108,.843,40,146,186,374,152,40,153,192,659
Gerard,Gus,SF,25,TOT,58,None,465,84,194,.433,None,None,None,84,194,.433,.433,50,91,.549,40,58,98,21,20,13,36,74,218
Gerard,Gus,SF,25,DET,2,None,6,1,3,.333,None,None,None,1,3,.333,.333,1,2,.500,1,0,1,0,2,0,0,0,3
Gerard,Gus,SF,25,KCK,56,None,459,83,191,.435,None,None,None,83,191,.435,.435,49,89,.551,39,58,97,21,18,13,36,74,215
Gervin,George,SF,26,SAS,80,None,2888,947,1749,.541,None,None,None,947,1749,.541,.541,471,570,.826,142,258,400,219,137,91,286,275,2365
Gianelli,John,C,28,MIL,82,None,2057,256,527,.486,None,None,None,256,527,.486,.486,72,102,.706,122,286,408,160,44,57,106,196,584
Gilmore,Artis,C,29,CHI,82,None,3265,753,1310,.575,None,None,None,753,1310,.575,.575,434,587,.739,293,750,1043,274,50,156,310,280,1940
Givens,Jack,SF,22,ATL,74,None,1347,234,564,.415,None,None,None,234,564,.415,.415,102,135,.756,98,116,214,83,72,17,75,121,570
Glenn,Mike,SG,23,NYK,75,None,1171,263,486,.541,None,None,None,263,486,.541,.541,57,63,.905,28,54,82,136,37,6,64,113,583
Gondrezick,Glen,SF,23,NYK,75,None,1602,161,326,.494,None,None,None,161,326,.494,.494,55,97,.567,147,277,424,106,98,18,95,226,377
Goodrich,Gail,SG,35,NOJ,74,None,2130,382,850,.449,None,None,None,382,850,.449,.449,174,204,.853,68,115,183,357,90,13,185,177,938
Green,Mike,C,27,SAS,76,None,1641,235,477,.493,None,None,None,235,477,.493,.493,101,144,.701,131,223,354,116,37,122,89,230,571
Green,Rickey,PG,24,DET,27,None,431,67,177,.379,None,None,None,67,177,.379,.379,45,67,.672,15,25,40,63,25,1,44,37,179
Green,Steve,SF,25,IND,39,None,265,42,89,.472,None,None,None,42,89,.472,.472,20,34,.588,22,30,52,21,11,3,17,39,104
Green,Tommie,PG,22,NOJ,59,None,809,92,237,.388,None,None,None,92,237,.388,.388,48,63,.762,20,48,68,140,61,6,89,111,232
Grevey,Kevin,SF,25,WSB,65,None,1856,418,922,.453,None,None,None,418,922,.453,.453,173,224,.772,90,142,232,153,46,14,120,159,1009
Griffin,Paul,PF,25,NOJ,77,None,1398,106,223,.475,None,None,None,106,223,.475,.475,91,147,.619,126,265,391,138,54,36,117,198,303
Gross,Bob,SF,25,POR,53,None,1441,209,443,.472,None,None,None,209,443,.472,.472,96,119,.807,106,144,250,184,70,47,121,161,514
Grunfeld,Ernie,SF,23,MIL,82,None,1778,326,661,.493,None,None,None,326,661,.493,.493,191,251,.761,124,236,360,216,58,15,141,220,843
Hansen,Lars,C,24,SEA,15,None,205,29,57,.509,None,None,None,29,57,.509,.509,18,31,.581,22,37,59,14,1,1,9,28,76
Hardy,James,SF,22,NOJ,68,None,1456,196,426,.460,None,None,None,196,426,.460,.460,61,88,.693,121,189,310,65,52,61,93,133,453
Hassett,Joe,SG,23,SEA,55,None,463,100,211,.474,None,None,None,100,211,.474,.474,23,23,1.000,13,32,45,42,14,4,32,58,223
Hawes,Steve,PF,28,ATL,81,None,2205,372,756,.492,None,None,None,372,756,.492,.492,108,132,.818,190,401,591,184,79,47,145,264,852
Hawkins,Robert,SG,24,DET,4,None,28,6,16,.375,None,None,None,6,16,.375,.375,6,6,1.000,3,3,6,4,5,0,2,7,18
Hayes,Elvin,PF,33,WSB,82,None,3105,720,1477,.487,None,None,None,720,1477,.487,.487,349,534,.654,312,682,994,143,75,190,235,308,1789
Haywood,Spencer,PF,29,TOT,68,None,2361,595,1205,.494,None,None,None,595,1205,.494,.494,231,292,.791,172,361,533,127,40,82,200,236,1421
Haywood,Spencer,PF,29,NYK,34,None,1023,249,509,.489,None,None,None,249,509,.489,.489,107,146,.733,66,140,206,56,10,29,87,108,605
Haywood,Spencer,PF,29,NOJ,34,None,1338,346,696,.497,None,None,None,346,696,.497,.497,124,146,.849,106,221,327,71,30,53,113,128,816
Heard,Gar,PF,30,PHO,63,None,1213,162,367,.441,None,None,None,162,367,.441,.441,71,103,.689,98,253,351,60,53,57,60,141,395
Henderson,Tom,PG,27,WSB,70,None,2081,299,641,.466,None,None,None,299,641,.466,.466,156,195,.800,51,112,163,419,87,10,148,123,754
Herron,Keith,SG,22,ATL,14,None,81,14,48,.292,None,None,None,14,48,.292,.292,12,13,.923,4,6,10,3,6,2,5,11,40
Hicks,Phil,SF,26,DEN,20,None,128,18,43,.419,None,None,None,18,43,.419,.419,3,5,.600,13,15,28,8,5,0,13,20,39
Higgs,Kenny,PG,24,CLE,68,None,1050,127,279,.455,None,None,None,127,279,.455,.455,85,111,.766,18,84,102,141,66,11,47,176,339
Hill,Armond,PG,25,ATL,82,None,2527,296,682,.434,None,None,None,296,682,.434,.434,246,288,.854,41,123,164,480,102,16,202,292,838
Hillman,Darnell,PF,29,KCK,78,None,1618,211,428,.493,None,None,None,211,428,.493,.493,125,224,.558,138,293,431,91,50,66,134,288,547
Holland,Wilbur,SG,27,CHI,82,None,2483,445,940,.473,None,None,None,445,940,.473,.473,141,176,.801,78,176,254,330,122,12,185,240,1031
Hollins,Lionel,PG,25,POR,64,None,1967,402,886,.454,None,None,None,402,886,.454,.454,172,221,.778,32,117,149,325,114,24,223,199,976
Hollis,Essie,SF,23,DET,25,None,154,30,75,.400,None,None,None,30,75,.400,.400,9,12,.750,21,24,45,6,11,1,14,28,69
Howard,Otis,PF,22,TOT,14,None,113,24,56,.429,None,None,None,24,56,.429,.429,11,23,.478,18,23,41,5,2,2,7,24,59
Howard,Otis,PF,22,MIL,3,None,22,5,11,.455,None,None,None,5,11,.455,.455,0,0,None,5,2,7,1,0,0,2,8,10
Howard,Otis,PF,22,DET,11,None,91,19,45,.422,None,None,None,19,45,.422,.422,11,23,.478,13,21,34,4,2,2,5,16,49
Hudson,Lou,SG,34,LAL,78,None,1686,329,636,.517,None,None,None,329,636,.517,.517,110,124,.887,64,76,140,141,58,17,99,133,768
Hughes,Kim,C,26,DEN,81,None,1086,98,182,.538,None,None,None,98,182,.538,.538,18,45,.400,112,223,335,74,56,102,78,215,214
Issel,Dan,C,30,DEN,81,None,2742,532,1030,.517,None,None,None,532,1030,.517,.517,316,419,.754,240,498,738,255,61,46,171,233,1380
Jackson,Phil,PF,33,NJN,59,None,1070,144,303,.475,None,None,None,144,303,.475,.475,86,105,.819,59,119,178,85,45,22,78,168,374
James,Aaron,SF,26,NOJ,73,None,1417,311,630,.494,None,None,None,311,630,.494,.494,105,140,.750,97,151,248,78,28,21,111,202,727
Johnson,Charles,SG,29,WSB,82,None,1819,342,786,.435,None,None,None,342,786,.435,.435,67,79,.848,70,132,202,177,95,6,87,161,751
Johnson,Clemon,C,22,POR,74,None,794,102,217,.470,None,None,None,102,217,.470,.470,36,74,.486,83,143,226,78,23,36,65,121,240
Johnson,Dennis,SG,24,SEA,80,None,2717,482,1110,.434,None,None,None,482,1110,.434,.434,306,392,.781,146,228,374,280,100,97,191,209,1270
Johnson,Eddie,SG,23,ATL,78,None,2413,501,982,.510,None,None,None,501,982,.510,.510,243,292,.832,65,105,170,360,121,11,213,241,1245
Johnson,George,C,30,NJN,78,None,2058,206,483,.427,None,None,None,206,483,.427,.427,105,138,.761,201,415,616,88,68,253,178,315,517
Johnson,George,PF,22,MIL,67,None,1157,165,342,.482,None,None,None,165,342,.482,.482,84,117,.718,106,254,360,81,75,49,100,187,414
Johnson,John,SF,31,SEA,82,None,2386,356,821,.434,None,None,None,356,821,.434,.434,190,250,.760,127,285,412,358,59,25,254,245,902
Johnson,Marques,SF,22,MIL,77,None,2779,820,1491,.550,None,None,None,820,1491,.550,.550,332,437,.760,212,374,586,234,116,89,170,186,1972
Johnson,Mickey,PF,26,CHI,82,None,2594,496,1105,.449,None,None,None,496,1105,.449,.449,273,329,.830,193,434,627,380,88,59,312,286,1265
Johnson,Ollie,SF,29,CHI,71,None,1734,281,540,.520,None,None,None,281,540,.520,.520,88,110,.800,58,169,227,163,54,33,114,182,650
Jones,Bobby,PF,27,PHI,80,None,2304,378,704,.537,None,None,None,378,704,.537,.537,209,277,.755,199,332,531,201,107,96,165,245,965
Jones,Caldwell,C,28,PHI,78,None,2171,302,637,.474,None,None,None,302,637,.474,.474,121,162,.747,177,570,747,151,39,157,156,303,725
Jones,Dwight,C,26,HOU,81,None,1215,181,395,.458,None,None,None,181,395,.458,.458,96,132,.727,110,218,328,57,34,26,102,204,458
Jordan,Eddie,PG,24,NJN,82,None,2260,401,960,.418,None,None,None,401,960,.418,.418,213,274,.777,74,141,215,365,201,40,244,209,1015
Judkins,Jeff,SF,22,BOS,81,None,1521,295,587,.503,None,None,None,295,587,.503,.503,119,146,.815,70,121,191,145,81,12,109,184,709
Kelley,Rich,C,25,NOJ,80,None,2705,440,870,.506,None,None,None,440,870,.506,.506,373,458,.814,303,723,1026,285,126,166,288,309,1253
Kenon,Larry,PF,26,SAS,81,None,2947,748,1484,.504,None,None,None,748,1484,.504,.504,295,349,.845,260,530,790,335,154,19,300,192,1791
King,Bernard,SF,22,NJN,82,None,2859,710,1359,.522,None,None,None,710,1359,.522,.522,349,619,.564,251,418,669,295,118,39,323,326,1769
Knight,Billy,SF,26,TOT,79,None,2095,441,835,.528,None,None,None,441,835,.528,.528,249,296,.841,94,253,347,152,63,8,225,160,1131
Knight,Billy,SF,26,BOS,40,None,1119,219,436,.502,None,None,None,219,436,.502,.502,118,146,.808,41,132,173,66,31,3,129,86,556
Knight,Billy,SF,26,IND,39,None,976,222,399,.556,None,None,None,222,399,.556,.556,131,150,.873,53,121,174,86,32,5,96,74,575
Knight,Toby,SF,23,NYK,82,None,2667,609,1174,.519,None,None,None,609,1174,.519,.519,145,206,.704,201,347,548,124,61,60,163,309,1363
Kramer,Joel,PF,23,PHO,82,None,1401,181,370,.489,None,None,None,181,370,.489,.489,125,176,.710,134,203,337,92,45,23,98,224,487
Kuester,John,PG,23,DEN,33,None,212,16,52,.308,None,None,None,16,52,.308,.308,13,14,.929,5,8,13,37,18,1,20,29,45
Kunnert,Kevin,C,27,SDC,81,None,1684,234,501,.467,None,None,None,234,501,.467,.467,56,85,.659,202,367,569,113,45,118,141,309,524
Kupchak,Mitch,PF,24,WSB,66,None,1604,369,685,.539,None,None,None,369,685,.539,.539,223,300,.743,152,278,430,88,23,23,120,141,961
Lacey,Sam,C,30,KCK,82,None,2627,350,697,.502,None,None,None,350,697,.502,.502,167,226,.739,179,523,702,430,106,141,245,309,867
LaGarde,Tom,C,23,SEA,23,None,575,98,181,.541,None,None,None,98,181,.541,.541,57,95,.600,61,129,190,32,6,18,47,75,253
Lambert,John,PF,26,CLE,70,None,1030,148,329,.450,None,None,None,148,329,.450,.450,35,55,.636,116,174,290,43,25,29,65,163,331
Landsberger,Mark,PF,23,CHI,80,None,1959,278,585,.475,None,None,None,278,585,.475,.475,91,194,.469,292,450,742,68,27,22,149,125,647
Lanier,Bob,C,30,DET,53,None,1835,489,950,.515,None,None,None,489,950,.515,.515,275,367,.749,164,330,494,140,50,75,175,181,1253
Lee,Butch,PG,22,TOT,82,None,1779,290,634,.457,None,None,None,290,634,.457,.457,175,230,.761,33,93,126,295,86,1,154,146,755
Lee,Butch,PG,22,ATL,49,None,997,144,313,.460,None,None,None,144,313,.460,.460,88,117,.752,11,48,59,169,56,1,96,88,376
Lee,Butch,PG,22,CLE,33,None,782,146,321,.455,None,None,None,146,321,.455,.455,87,113,.770,22,45,67,126,30,0,58,58,379
