LAST,FIRST,POS,AGE,TEAM,GP,GS,MP,FGM,FGA,FG%,3PM,3PA,3P%,2PM,2PA,2P%,EFG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Lee,Ron,PG,26,TOT,60,None,1346,218,507,.430,None,None,None,218,507,.430,.430,98,141,.695,63,105,168,205,107,6,165,182,534
Lee,Ron,PG,26,PHO,43,None,948,173,383,.452,None,None,None,173,383,.452,.452,74,104,.712,42,71,113,132,69,4,116,138,420
Lee,Ron,PG,26,NOJ,17,None,398,45,124,.363,None,None,None,45,124,.363,.363,24,37,.649,21,34,55,73,38,2,49,44,114
Lloyd,Scott,C,26,TOT,72,None,496,42,122,.344,None,None,None,42,122,.344,.344,27,47,.574,49,47,96,32,10,8,51,92,111
Lloyd,Scott,C,26,SDC,5,None,31,0,2,.000,None,None,None,0,2,.000,.000,0,0,None,1,2,3,0,1,0,8,6,0
Lloyd,Scott,C,26,CHI,67,None,465,42,120,.350,None,None,None,42,120,.350,.350,27,47,.574,48,45,93,32,9,8,43,86,111
Long,John,SG,22,DET,82,None,2498,581,1240,.469,None,None,None,581,1240,.469,.469,157,190,.826,127,139,266,121,102,19,137,224,1319
Lucas,John,PG,25,GSW,82,None,3095,530,1146,.462,None,None,None,530,1146,.462,.462,264,321,.822,65,182,247,762,152,9,255,229,1324
Lucas,Maurice,PF,26,POR,69,None,2462,568,1208,.470,None,None,None,568,1208,.470,.470,270,345,.783,192,524,716,215,66,81,233,254,1406
Malone,Moses,C,23,HOU,82,None,3390,716,1325,.540,None,None,None,716,1325,.540,.540,599,811,.739,587,857,1444,147,79,119,326,223,2031
Maravich,Pete,SG,31,NOJ,49,None,1824,436,1035,.421,None,None,None,436,1035,.421,.421,233,277,.841,33,88,121,243,60,18,200,104,1105
Maxwell,Cedric,SF,23,BOS,80,None,2969,472,808,.584,None,None,None,472,808,.584,.584,574,716,.802,272,519,791,228,98,74,273,266,1518
May,Scott,SF,24,CHI,37,None,403,59,136,.434,None,None,None,59,136,.434,.434,30,40,.750,14,50,64,39,22,1,51,51,148
McAdoo,Bob,PF-C,27,TOT,60,None,2231,596,1127,.529,None,None,None,596,1127,.529,.529,295,450,.656,130,390,520,168,74,67,217,189,1487
McAdoo,Bob,PF,27,NYK,40,None,1594,429,793,.541,None,None,None,429,793,.541,.541,218,335,.651,94,285,379,128,62,47,153,134,1076
McAdoo,Bob,C,27,BOS,20,None,637,167,334,.500,None,None,None,167,334,.500,.500,77,115,.670,36,105,141,40,12,20,64,55,411
McClain,Ted,SG,32,PHO,36,None,465,62,132,.470,None,None,None,62,132,.470,.470,42,46,.913,25,44,69,60,19,0,54,51,166
McElroy,Jim,PG,25,NOJ,79,None,2698,539,1097,.491,None,None,None,539,1097,.491,.491,259,340,.762,61,154,215,453,148,49,237,183,1337
McGinnis,George,PF,28,DEN,76,None,2552,603,1273,.474,None,None,None,603,1273,.474,.474,509,765,.665,256,608,864,283,129,52,346,321,1715
McKinney,Billy,PG,23,KCK,78,None,1242,240,477,.503,None,None,None,240,477,.503,.503,129,162,.796,20,65,85,253,58,3,124,121,609
McMillen,Tom,C,26,ATL,82,None,1392,232,498,.466,None,None,None,232,498,.466,.466,106,119,.891,131,201,332,69,15,32,87,211,570
McMillian,Jim,SF,30,POR,23,None,278,33,74,.446,None,None,None,33,74,.446,.446,17,21,.810,16,23,39,33,10,3,16,18,83
McNeill,Larry,PF,28,DET,11,None,46,9,20,.450,None,None,None,9,20,.450,.450,11,12,.917,3,7,10,3,0,0,4,7,29
Mengelt,John,SG,29,CHI,75,None,1705,338,689,.491,None,None,None,338,689,.491,.491,150,182,.824,25,93,118,187,46,4,120,148,826
Meriweather,Joe,C,25,TOT,77,None,1693,242,500,.484,None,None,None,242,500,.484,.484,126,187,.674,143,266,409,79,40,94,130,283,610
Meriweather,Joe,C,25,NOJ,36,None,640,84,187,.449,None,None,None,84,187,.449,.449,51,78,.654,62,122,184,31,17,41,45,105,219
Meriweather,Joe,C,25,NYK,41,None,1053,158,313,.505,None,None,None,158,313,.505,.505,75,109,.688,81,144,225,48,23,53,85,178,391
Mitchell,Mike,SF,23,CLE,80,None,1576,362,706,.513,None,None,None,362,706,.513,.513,131,178,.736,127,202,329,60,51,29,102,215,855
Mix,Steve,SF,31,PHI,74,None,1269,265,493,.538,None,None,None,265,493,.538,.538,161,201,.801,109,184,293,121,57,16,100,112,691
Money,Eric,PG,23,TOT,70,None,1979,444,893,.497,None,None,None,444,893,.497,.497,170,237,.717,70,92,162,331,87,12,235,202,1058
Money,Eric,PG,23,NJN,47,None,1434,325,676,.481,None,None,None,325,676,.481,.481,136,183,.743,55,70,125,249,74,10,166,132,786
Money,Eric,PG,23,PHI,23,None,545,119,217,.548,None,None,None,119,217,.548,.548,34,54,.630,15,22,37,82,13,2,69,70,272
Monroe,Earl,SG,34,NYK,64,None,1393,329,699,.471,None,None,None,329,699,.471,.471,129,154,.838,26,48,74,189,48,6,98,123,787
Mosley,Glenn,PF,23,SAS,26,None,221,31,75,.413,None,None,None,31,75,.413,.413,23,38,.605,27,37,64,19,8,10,20,35,85
Murphy,Calvin,PG,30,HOU,82,None,2941,707,1424,.496,None,None,None,707,1424,.496,.496,246,265,.928,78,95,173,351,117,6,187,288,1660
Nash,Bob,SF,28,KCK,82,None,1307,227,522,.435,None,None,None,227,522,.435,.435,69,86,.802,76,130,206,71,29,15,82,135,523
Nater,Swen,C,29,SDC,79,None,2006,357,627,.569,None,None,None,357,627,.569,.569,132,165,.800,218,483,701,140,38,29,170,244,846
Neal,Lloyd,PF,28,POR,4,None,48,4,11,.364,None,None,None,4,11,.364,.364,1,1,1.000,2,7,9,1,0,1,6,7,9
Newlin,Mike,SG,30,HOU,76,None,1828,283,581,.487,None,None,None,283,581,.487,.487,212,243,.872,51,119,170,291,51,9,175,218,778
Nixon,Norm,PG,23,LAL,82,None,3145,623,1149,.542,None,None,None,623,1149,.542,.542,158,204,.775,48,183,231,737,201,17,231,250,1404
Norman,Connie,SG,25,SDC,22,None,323,71,165,.430,None,None,None,71,165,.430,.430,19,23,.826,13,19,32,24,10,3,22,35,161
Olberding,Mark,PF,22,SAS,80,None,1885,261,551,.474,None,None,None,261,551,.474,.474,233,290,.803,96,333,429,211,53,18,163,282,755
Olive,John,SF,23,SDC,34,None,189,13,40,.325,None,None,None,13,40,.325,.325,18,23,.783,3,16,19,3,4,0,13,32,44
Owens,Tom,C,29,POR,82,None,2791,600,1095,.548,None,None,None,600,1095,.548,.548,320,403,.794,263,477,740,301,59,58,247,329,1520
Parish,Robert,C,25,GSW,76,None,2411,554,1110,.499,None,None,None,554,1110,.499,.499,196,281,.698,265,651,916,115,100,217,233,303,1304
Parker,Sonny,SF,23,GSW,79,None,2893,512,1019,.502,None,None,None,512,1019,.502,.502,175,222,.788,164,280,444,291,144,33,193,187,1199
Paultz,Billy,C,30,SAS,79,None,2122,399,758,.526,None,None,None,399,758,.526,.526,114,194,.588,169,456,625,178,35,125,157,204,912
Phegley,Roger,SG,22,WSB,29,None,153,28,78,.359,None,None,None,28,78,.359,.359,24,29,.828,5,17,22,15,5,2,17,21,80
Pietkiewicz,Stan,SG,22,SDC,4,None,32,1,8,.125,None,None,None,1,8,.125,.125,2,2,1.000,0,6,6,3,1,0,1,5,4
Poquette,Ben,PF,23,DET,76,None,1337,198,464,.427,None,None,None,198,464,.427,.427,111,142,.782,99,237,336,57,38,98,65,198,507
Porter,Kevin,PG,28,DET,82,None,3064,534,1110,.481,None,None,None,534,1110,.481,.481,192,266,.722,62,147,209,1099,158,5,337,302,1260
Price,Jim,PG,29,LAL,75,None,1207,171,344,.497,None,None,None,171,344,.497,.497,55,79,.696,26,97,123,218,66,12,100,128,397
Radford,Wayne,SG,22,IND,52,None,649,83,175,.474,None,None,None,83,175,.474,.474,36,45,.800,25,43,68,57,30,1,45,61,202
Ray,Clifford,C,30,GSW,82,None,1917,231,439,.526,None,None,None,231,439,.526,.526,106,190,.558,213,395,608,136,47,50,153,264,568
Redmond,Marlon,SG,23,TOT,53,None,759,163,387,.421,None,None,None,163,387,.421,.421,31,50,.620,57,52,109,58,28,16,57,96,357
Redmond,Marlon,SG,23,KCK,49,None,736,162,375,.432,None,None,None,162,375,.432,.432,31,50,.620,57,51,108,57,28,16,56,93,355
Redmond,Marlon,SG,23,PHI,4,None,23,1,12,.083,None,None,None,1,12,.083,.083,0,0,None,0,1,1,1,0,0,1,3,2
Reid,Robert,SF,23,HOU,82,None,2259,382,777,.492,None,None,None,382,777,.492,.492,131,186,.704,129,354,483,230,75,48,131,302,895
Restani,Kevin,PF,27,MIL,81,None,1598,262,529,.495,None,None,None,262,529,.495,.495,51,73,.699,141,244,385,122,30,27,96,155,575
Richardson,Micheal Ray,PG,23,NYK,72,None,1218,200,483,.414,None,None,None,200,483,.414,.414,69,128,.539,78,155,233,213,100,18,141,188,469
Roberts,Anthony,SF,23,DEN,63,None,1236,211,498,.424,None,None,None,211,498,.424,.424,76,110,.691,106,152,258,107,20,2,65,142,498
Robertson,Tony,SG,23,GSW,12,None,74,15,40,.375,None,None,None,15,40,.375,.375,6,9,.667,6,4,10,4,8,0,8,10,36
Robey,Rick,C,23,TOT,79,None,1763,322,673,.478,None,None,None,322,673,.478,.478,174,224,.777,168,345,513,132,48,15,164,232,818
Robey,Rick,C,23,IND,43,None,849,140,295,.475,None,None,None,140,295,.475,.475,90,121,.744,80,174,254,53,25,12,89,111,370
Robey,Rick,C,23,BOS,36,None,914,182,378,.481,None,None,None,182,378,.481,.481,84,103,.816,88,171,259,79,23,3,75,121,448
Robinson,Jackie,SF,23,SEA,12,None,105,19,41,.463,None,None,None,19,41,.463,.463,8,15,.533,9,10,19,13,5,1,11,9,46
Robinson,Truck,PF,27,TOT,69,None,2537,566,1152,.491,None,None,None,566,1152,.491,.491,324,462,.701,195,607,802,113,46,75,233,206,1456
Robinson,Truck,PF,27,NOJ,43,None,1781,397,819,.485,None,None,None,397,819,.485,.485,245,339,.723,139,438,577,74,29,63,143,130,1039
Robinson,Truck,PF,27,PHO,26,None,756,169,333,.508,None,None,None,169,333,.508,.508,79,123,.642,56,169,225,39,17,12,90,76,417
Robinzine,Bill,PF,26,KCK,82,None,2179,459,837,.548,None,None,None,459,837,.548,.548,180,246,.732,218,420,638,104,105,15,179,367,1098
Robisch,Dave,C,29,LAL,80,None,1219,150,336,.446,None,None,None,150,336,.446,.446,86,115,.748,82,203,285,97,20,25,53,108,386
Rollins,Tree,C,23,ATL,81,None,1900,297,555,.535,None,None,None,297,555,.535,.535,89,141,.631,219,369,588,49,46,254,87,328,683
Roundfield,Dan,PF,25,ATL,80,None,2539,462,916,.504,None,None,None,462,916,.504,.504,300,420,.714,326,539,865,131,87,176,209,358,1224
Rowe,Curtis,PF,29,BOS,53,None,1222,151,346,.436,None,None,None,151,346,.436,.436,52,75,.693,79,163,242,69,15,13,88,105,354
Rudd,John,SF,23,NYK,58,None,723,59,133,.444,None,None,None,59,133,.444,.444,66,93,.710,69,98,167,35,17,8,59,95,184
Russell,Campy,SF,27,CLE,74,None,2859,603,1268,.476,None,None,None,603,1268,.476,.476,417,523,.797,147,356,503,348,98,25,259,222,1623
Sanders,Frankie,SF,22,TOT,46,None,479,105,246,.427,None,None,None,105,246,.427,.427,54,68,.794,35,75,110,52,21,6,55,69,264
Sanders,Frankie,SF,22,SAS,22,None,263,50,127,.394,None,None,None,50,127,.394,.394,32,41,.780,13,46,59,35,14,3,32,44,132
Sanders,Frankie,SF,22,BOS,24,None,216,55,119,.462,None,None,None,55,119,.462,.462,22,27,.815,22,29,51,17,7,3,23,25,132
Scott,Alvin,SF,23,PHO,81,None,1737,212,396,.535,None,None,None,212,396,.535,.535,120,168,.714,104,256,360,126,80,62,99,139,544
Scott,Charlie,PG,30,DEN,79,None,2617,393,854,.460,None,None,None,393,854,.460,.460,161,215,.749,54,156,210,428,78,30,255,284,947
Shelton,Lonnie,PF,23,SEA,76,None,2158,446,859,.519,None,None,None,446,859,.519,.519,131,189,.693,182,286,468,110,76,75,188,266,1023
Sheppard,Steve,SF,24,TOT,42,None,279,36,76,.474,None,None,None,36,76,.474,.474,20,34,.588,25,22,47,19,8,1,25,26,92
Sheppard,Steve,SF,24,CHI,22,None,203,24,51,.471,None,None,None,24,51,.471,.471,12,19,.632,16,12,28,15,5,0,21,16,60
Sheppard,Steve,SF,24,DET,20,None,76,12,25,.480,None,None,None,12,25,.480,.480,8,15,.533,9,10,19,4,3,1,4,10,32
Short,Purvis,PF,21,GSW,75,None,1703,369,771,.479,None,None,None,369,771,.479,.479,57,85,.671,127,220,347,97,54,12,111,233,795
Sikma,Jack,C,23,SEA,82,None,2958,476,1034,.460,None,None,None,476,1034,.460,.460,329,404,.814,232,781,1013,261,82,67,253,295,1281
Silas,James,PG,29,SAS,79,None,2171,466,922,.505,None,None,None,466,922,.505,.505,334,402,.831,35,148,183,273,76,20,199,215,1266
Silas,Paul,PF,35,SEA,82,None,1957,170,402,.423,None,None,None,170,402,.423,.423,116,194,.598,259,316,575,115,31,19,98,177,456
Simpson,Ralph,SG,29,TOT,69,None,979,174,433,.402,None,None,None,174,433,.402,.402,76,111,.685,35,61,96,126,37,5,100,57,424
Simpson,Ralph,SG,29,PHI,37,None,452,87,196,.444,None,None,None,87,196,.444,.444,28,40,.700,16,19,35,58,25,1,47,27,202
Simpson,Ralph,SG,29,NJN,32,None,527,87,237,.367,None,None,None,87,237,.367,.367,48,71,.676,19,42,61,68,12,4,53,30,222
Skinner,Al,SG,26,TOT,45,None,643,91,214,.425,None,None,None,91,214,.425,.425,99,114,.868,27,59,86,89,40,3,72,114,281
Skinner,Al,SG,26,NJN,23,None,334,55,125,.440,None,None,None,55,125,.440,.440,72,82,.878,12,30,42,49,22,2,38,53,182
Skinner,Al,SG,26,PHI,22,None,309,36,89,.404,None,None,None,36,89,.404,.404,27,32,.844,15,29,44,40,18,1,34,61,99
Smith,Bingo,SG,32,CLE,72,None,1650,361,784,.460,None,None,None,361,784,.460,.460,83,106,.783,77,129,206,121,43,7,75,188,805
Smith,Elmore,C,29,CLE,24,None,332,69,130,.531,None,None,None,69,130,.531,.531,18,26,.692,45,61,106,13,7,16,42,60,156
Smith,Phil,SG,26,GSW,59,None,2288,489,977,.501,None,None,None,489,977,.501,.501,194,255,.761,48,164,212,261,101,23,170,159,1172
Smith,Randy,SG,30,SDC,82,None,3111,693,1523,.455,None,None,None,693,1523,.455,.455,292,359,.813,102,193,295,395,177,5,255,177,1678
Smith,Robert,PG,23,DEN,82,None,1479,184,436,.422,None,None,None,184,436,.422,.422,159,180,.883,41,105,146,208,58,13,95,165,527
Smith,Sam,SF,24,MIL,16,None,125,19,47,.404,None,None,None,19,47,.404,.404,18,24,.750,0,9,9,16,8,7,8,12,56
Smith,Willie,PG,25,POR,13,None,131,23,44,.523,None,None,None,23,44,.523,.523,12,17,.706,7,6,13,17,10,1,14,19,58
Snyder,Dick,SG,34,SEA,56,None,536,81,187,.433,None,None,None,81,187,.433,.433,43,51,.843,15,33,48,63,14,6,36,52,205
Sobers,Ricky,SG,26,IND,81,None,2825,553,1194,.463,None,None,None,553,1194,.463,.463,298,338,.882,118,183,301,450,138,23,304,315,1404
Stacom,Kevin,SG,27,TOT,68,None,831,128,342,.374,None,None,None,128,342,.374,.374,44,60,.733,30,55,85,112,29,1,80,47,300
Stacom,Kevin,SG,27,IND,44,None,571,76,209,.364,None,None,None,76,209,.364,.364,31,41,.756,20,41,61,77,14,1,54,29,183
Stacom,Kevin,SG,27,BOS,24,None,260,52,133,.391,None,None,None,52,133,.391,.391,13,19,.684,10,14,24,35,15,0,26,18,117
Steele,Larry,SG,29,POR,72,None,1488,203,483,.420,None,None,None,203,483,.420,.420,112,136,.824,58,113,171,142,74,10,96,208,518
Tatum,Earl,SG,25,TOT,79,None,1233,280,627,.447,None,None,None,280,627,.447,.447,52,71,.732,41,84,125,73,78,34,88,165,612
Tatum,Earl,SG,25,BOS,3,None,38,8,20,.400,None,None,None,8,20,.400,.400,4,5,.800,1,3,4,1,0,1,3,7,20
Tatum,Earl,SG,25,DET,76,None,1195,272,607,.448,None,None,None,272,607,.448,.448,48,66,.727,40,81,121,72,78,33,85,158,592
Taylor,Brian,PG,27,SDC,20,None,212,30,83,.361,None,None,None,30,83,.361,.361,16,18,.889,13,13,26,20,24,0,17,34,76
Terrell,Ira,SF,24,TOT,49,None,732,93,198,.470,None,None,None,93,198,.470,.470,35,53,.660,44,102,146,41,22,28,53,100,221
Terrell,Ira,SF,24,NOJ,31,None,572,63,144,.438,None,None,None,63,144,.438,.438,27,38,.711,34,75,109,26,15,22,36,73,153
Terrell,Ira,SF,24,POR,18,None,160,30,54,.556,None,None,None,30,54,.556,.556,8,15,.533,10,27,37,15,7,6,17,27,68
Theus,Reggie,PG,21,CHI,82,None,2753,537,1119,.480,None,None,None,537,1119,.480,.480,264,347,.761,92,136,228,429,93,18,303,270,1338
Thompson,David,SG,24,DEN,76,None,2670,693,1353,.512,None,None,None,693,1353,.512,.512,439,583,.753,109,165,274,225,70,82,186,180,1825
Thompson,Mychal,C,24,POR,73,None,2144,460,938,.490,None,None,None,460,938,.490,.490,154,269,.572,198,406,604,176,67,134,205,270,1074
Tomjanovich,Rudy,PF,30,HOU,74,None,2641,620,1200,.517,None,None,None,620,1200,.517,.517,168,221,.760,170,402,572,137,44,18,138,186,1408
Townsend,Raymond,SG,23,GSW,65,None,771,127,289,.439,None,None,None,127,289,.439,.439,50,68,.735,11,44,55,91,27,6,51,70,304
Twardzik,Dave,PG,28,POR,64,None,1570,203,381,.533,None,None,None,203,381,.533,.533,261,299,.873,39,80,119,176,84,4,127,185,667
Tyler,Terry,PF,22,DET,82,None,2560,456,946,.482,None,None,None,456,946,.482,.482,144,219,.658,211,437,648,89,104,201,141,254,1056
Unseld,Wes,C,32,WSB,77,None,2406,346,600,.577,None,None,None,346,600,.577,.577,151,235,.643,274,556,830,315,71,37,156,204,843
Van Breda Kolff,Jan,SF,27,NJN,80,None,1998,196,423,.463,None,None,None,196,423,.463,.463,146,183,.798,108,274,382,180,85,74,135,235,538
Van Lier,Norm,PG,31,MIL,38,None,555,30,77,.390,None,None,None,30,77,.390,.390,47,52,.904,8,32,40,158,43,3,49,108,107
Wakefield,Andre,SG,24,TOT,73,None,586,62,177,.350,None,None,None,62,177,.350,.350,48,69,.696,25,51,76,70,19,2,73,70,172
Wakefield,Andre,SG,24,CHI,2,None,8,0,1,.000,None,None,None,0,1,.000,.000,0,0,None,0,0,0,1,0,0,2,2,0
Wakefield,Andre,SG,24,DET,71,None,578,62,176,.352,None,None,None,62,176,.352,.352,48,69,.696,25,51,76,69,19,2,71,68,172
Walker,Foots,PG,27,CLE,55,None,1753,208,448,.464,None,None,None,208,448,.464,.464,137,175,.783,59,139,198,321,130,18,127,153,553
Walker,Wally,SF,24,SEA,60,None,969,168,343,.490,None,None,None,168,343,.490,.490,58,96,.604,66,111,177,69,12,26,68,127,394
Walton,Lloyd,PG,25,MIL,75,None,1381,157,327,.480,None,None,None,157,327,.480,.480,61,90,.678,34,70,104,356,72,9,123,103,375
Washington,Kermit,PF,27,SDC,82,None,2764,350,623,.562,None,None,None,350,623,.562,.562,227,330,.688,296,504,800,125,85,121,185,317,927
Washington,Richard,PF,23,KCK,18,None,161,14,41,.341,None,None,None,14,41,.341,.341,10,16,.625,11,37,48,7,7,3,15,31,38
Washington,Wilson,PF,23,NJN,62,None,1139,218,434,.502,None,None,None,218,434,.502,.502,66,104,.635,88,206,294,47,31,67,98,186,502
Watts,Slick,PG,27,HOU,61,None,1046,92,227,.405,None,None,None,92,227,.405,.405,41,67,.612,35,68,103,243,73,14,71,143,225
Weatherspoon,Nick,SF,28,SDC,82,None,2642,479,998,.480,None,None,None,479,998,.480,.480,176,238,.739,179,275,454,135,80,37,184,287,1134
Webster,Marvin,C,26,NYK,60,None,2027,264,558,.473,None,None,None,264,558,.473,.473,150,262,.573,198,457,655,172,24,112,170,183,678
Wedman,Scott,SF,26,KCK,73,None,2498,561,1050,.534,None,None,None,561,1050,.534,.534,216,271,.797,135,251,386,144,76,30,106,239,1338
Westphal,Paul,SG,28,PHO,81,None,2641,801,1496,.535,None,None,None,801,1496,.535,.535,339,405,.837,35,124,159,529,111,26,232,159,1941
White,Jo Jo,PG,32,TOT,76,None,2338,404,910,.444,None,None,None,404,910,.444,.444,139,158,.880,42,158,200,347,80,7,212,173,947
White,Jo Jo,PG,32,BOS,47,None,1455,255,596,.428,None,None,None,255,596,.428,.428,79,89,.888,22,106,128,214,54,4,142,100,589
White,Jo Jo,PG,32,GSW,29,None,883,149,314,.475,None,None,None,149,314,.475,.475,60,69,.870,20,52,72,133,26,3,70,73,358
Whitehead,Jerome,C,22,SDC,31,None,152,15,34,.441,None,None,None,15,34,.441,.441,8,18,.444,16,34,50,7,3,4,11,29,38
Wicks,Sidney,PF,29,SDC,79,None,2022,312,676,.462,None,None,None,312,676,.462,.462,147,226,.650,159,246,405,126,70,36,180,274,771
Wilkerson,Bob,SF,24,DEN,80,None,2425,396,869,.456,None,None,None,396,869,.456,.456,119,173,.688,100,314,414,284,118,21,196,190,911
Wilkes,Jamaal,SF,25,LAL,82,None,2915,626,1242,.504,None,None,None,626,1242,.504,.504,272,362,.751,164,445,609,227,134,27,224,275,1524
Williams,Earl,C,27,BOS,20,None,273,54,123,.439,None,None,None,54,123,.439,.439,14,24,.583,41,64,105,12,12,9,20,41,122
Williams,Freeman,SG,22,SDC,72,None,1195,335,683,.490,None,None,None,335,683,.490,.490,76,98,.776,48,50,98,83,42,2,99,88,746
Williams,Gus,PG,25,SEA,76,None,2266,606,1224,.495,None,None,None,606,1224,.495,.495,245,316,.775,111,134,245,307,158,29,190,162,1457
Williams,Nate,SG,28,GSW,81,None,1299,284,567,.501,None,None,None,284,567,.501,.501,102,117,.872,68,139,207,61,55,5,93,169,670
Williams,Ray,PG,24,NYK,81,None,2370,575,1257,.457,None,None,None,575,1257,.457,.457,251,313,.802,104,187,291,504,128,19,285,274,1401
Williamson,John,SG,27,NJN,74,None,2451,635,1367,.465,None,None,None,635,1367,.465,.465,373,437,.854,53,143,196,255,89,12,233,215,1643
Wilson,Rick,SG,22,ATL,61,None,589,81,197,.411,None,None,None,81,197,.411,.411,24,44,.545,20,56,76,72,30,8,41,66,186
Winters,Brian,SG,26,MIL,79,None,2575,662,1343,.493,None,None,None,662,1343,.493,.493,237,277,.856,48,129,177,383,83,40,257,243,1561
Wright,Larry,PG,24,WSB,73,None,1658,276,589,.469,None,None,None,276,589,.469,.469,125,168,.744,48,92,140,298,69,13,119,166,677
